Type , Left     , Old Mid      , Right        , New Mid    , Frequency
SUB  , ')'      , '...'        , NUMBER       , '，'        , 1        
SUB  , ']'      , '...'        , NUMBER       , '，'        , 1        
DEL  , NAME     , 'not'        , 'in'         ,            , 1        
DEL  , 99       , 99           , 'else'       ,            , 1        
DEL  , ']'      , NAME         , NUMBER       ,            , 1        
DEL  , ']'      , NUMBER       , END          ,            , 1        
SUB  , ']'      , NAME         , '...'        , ']'        , 1        
SUB  , '.'      , 'assert'     , '('          , NAME       , 1        
DEL  , ':'      , '='          , NUMBER       ,            , 1        
DEL  , STRING   , ']'          , UNKNOWN_CHAR ,            , 1        
SUB  , '，'      , STRING       , ']'          , '['        , 1        
SUB  , NAME     , '='          , NEWLINE      , '=='       , 1        
INS  , '=='     ,              , NEWLINE      , '('        , 1        
DEL  , ')'      , '**'         , '**'         ,            , 1        
SUB  , ')'      , '='          , NUMBER       , '=='       , 1        
SUB  , STRING   , UNKNOWN_CHAR , STRING       , '，'        , 1        
INS  , STRING   ,              , '，'          , ':'        , 1        
INS  , ':'      ,              , '，'          , 'None'     , 1        
SUB  , ')'      , NEWLINE      , 'return'     , ':'        , 1        
DEL  , NEWLINE  , UNKNOWN_CHAR , 'for'        ,            , 1        
SUB  , START    , 'in'         , NAME         , NEWLINE    , 1        
DEL  , 'from'   , UNKNOWN_CHAR , NAME         ,            , 1        
DEL  , NAME     , UNKNOWN_CHAR , 'import'     ,            , 1        
DEL  , '='      , NAME         , NAME         ,            , 1        
DEL  , 'def'    , '('          , NAME         ,            , 1        
DEL  , '>'      , '，'          , NAME         ,            , 1        
SUB  , '='      , UNKNOWN_CHAR , '...'        , STRING     , 1        
DEL  , STRING   , '...'        , '/'          ,            , 1        
INS  , '['      ,              , ']'          , STRING     , 1        
DEL  , STRING   , ';'          , '，'          ,            , 1        
DEL  , START    , UNKNOWN_CHAR , 'if'         ,            , 1        
DEL  , NEWLINE  , '>'          , '{'          ,            , 1        
SUB  , STRING   , '...'        , '}'          , '，'        , 1        
INS  , ']'      ,              , NAME         , '<'        , 1        
INS  , NAME     ,              , '，'          , '['        , 1        
INS  , '['      ,              , '，'          , STRING     , 1        
INS  , '...'    ,              , '}'          , ']'        , 1        
INS  , NAME     ,              , '*'          , 'import'   , 1        
DEL  , 98       , '&'          , NAME         ,            , 1        
DEL  , START    , NAME         , '>'          ,            , 1        
INS  , 98       ,              , NAME         , 'yield'    , 1        
DEL  , 98       , NAME         , ':'          ,            , 1        
DEL  , 98       , ':'          , NUMBER       ,            , 1        
DEL  , 98       , NUMBER       , NEWLINE      ,            , 1        
SUB  , NEWLINE  , '...'        , NAME         , 98         , 1        
SUB  , '='      , UNKNOWN_CHAR , UNKNOWN_CHAR , NAME       , 1        
SUB  , '.'      , UNKNOWN_CHAR , NEWLINE      , NAME       , 1        
SUB  , NAME     , '}'          , NEWLINE      , ')'        , 1        
SUB  , 98       , 'return'     , '='          , NAME       , 1        
INS  , ']'      ,              , ']'          , '}'        , 1        
SUB  , '，'      , 'def'        , '，'          , STRING     , 1        
DEL  , NAME     , '['          , ']'          ,            , 1        
DEL  , NAME     , ']'          , '='          ,            , 1        
DEL  , ']'      , ']'          , '.'          ,            , 1        
DEL  , STRING   , NAME         , '['          ,            , 1        
SUB  , '.'      , UNKNOWN_CHAR , UNKNOWN_CHAR , NAME       , 1        
DEL  , NUMBER   , '.'          , END          ,            , 1        
INS  , '{'      ,              , NUMBER       , '('        , 1        
INS  , '}'      ,              , '{'          , NEWLINE    , 1        
SUB  , '}'      , '}'          , END          , NEWLINE    , 1        
INS  , START    ,              , NAME         , 'while'    , 1        
SUB  , NAME     , '='          , STRING       , '，'        , 1        
INS  , 'True'   ,              , '.'          , ')'        , 1        
DEL  , STRING   , NAME         , ';'          ,            , 1        
DEL  , ')'      , STRING       , '+'          ,            , 1        
DEL  , ']'      , '>'          , END          ,            , 1        
DEL  , NUMBER   , '...'        , ']'          ,            , 1        
DEL  , '('      , '.'          , NAME         ,            , 1        
DEL  , NAME     , '...'        , NAME         ,            , 1        
DEL  , STRING   , NUMBER       , ':'          ,            , 1        
INS  , ':'      ,              , '，'          , NUMBER     , 1        
SUB  , NEWLINE  , 'for'        , NAME         , '...'      , 1        
DEL  , '...'    , NAME         , 'in'         ,            , 1        
DEL  , ')'      , 'and'        , '('          ,            , 1        
DEL  , NAME     , ';'          , ')'          ,            , 1        
INS  , '}'      ,              , NEWLINE      , ']'        , 1        
DEL  , NAME     , '...'        , ')'          ,            , 1        
SUB  , '['      , UNKNOWN_CHAR , '/'          , STRING     , 1        
SUB  , NAME     , '.'          , '.'          , ':'        , 1        
SUB  , ':'      , '.'          , END          , STRING     , 1        
DEL  , NAME     , '+'          , '+'          ,            , 1        
DEL  , NAME     , '+'          , NEWLINE      ,            , 1        
SUB  , NAME     , ')'          , NEWLINE      , '}'        , 1        
SUB  , ')'      , NEWLINE      , 99           , '('        , 1        
SUB  , '('      , 99           , END          , ')'        , 1        
INS  , NUMBER   ,              , ')'          , '}'        , 1        
DEL  , 'True'   , ']'          , ')'          ,            , 1        
DEL  , '<'      , '('          , NAME         ,            , 1        
DEL  , '<'      , UNKNOWN_CHAR , '+'          ,            , 1        
DEL  , 'import' , 'from'       , NAME         ,            , 1        
DEL  , NUMBER   , '*'          , ']'          ,            , 1        
DEL  , NUMBER   , '...'        , '.'          ,            , 1        
DEL  , NUMBER   , '.'          , '.'          ,            , 1        
DEL  , '['      , 'def'        , ']'          ,            , 1        
SUB  , '...'    , '...'        , '.'          , '('        , 1        
SUB  , '('      , '.'          , NEWLINE      , NAME       , 1        
DEL  , '('      , '>>'         , '>>'         ,            , 1        
DEL  , '('      , '>>'         , NAME         ,            , 1        
SUB  , NUMBER   , ')'          , NEWLINE      , ']'        , 1        
SUB  , NEWLINE  , 'assert'     , '.'          , NAME       , 1        
DEL  , '-'      , '，'          , NAME         ,            , 1        
SUB  , STRING   , '.'          , NAME         , ']'        , 1        
SUB  , ']'      , NAME         , UNKNOWN_CHAR , '+'        , 1        
DEL  , NUMBER   , '，'          , ':'          ,            , 1        
DEL  , '-'      , UNKNOWN_CHAR , '+'          ,            , 1        
SUB  , ')'      , '...'        , ']'          , '('        , 1        
INS  , '('      ,              , ']'          , ')'        , 1        
DEL  , START    , '{'          , NAME         ,            , 1        
DEL  , ']'      , '}'          , END          ,            , 1        
INS  , '('      ,              , END          , NAME       , 1        
SUB  , '，'      , '...'        , '.'          , '}'        , 1        
DEL  , ')'      , '-'          , 'not'        ,            , 1        
DEL  , ')'      , 'not'        , NAME         ,            , 1        
DEL  , ']'      , ')'          , '，'          ,            , 1        
SUB  , ']'      , '...'        , END          , ']'        , 1        
DEL  , '/'      , NAME         , STRING       ,            , 1        
DEL  , ')'      , '**'         , 'if'         ,            , 1        
SUB  , NAME     , '...'        , END          , '，'        , 1        
SUB  , ']'      , UNKNOWN_CHAR , END          , ')'        , 1        
DEL  , NAME     , '{'          , '}'          ,            , 1        
DEL  , NAME     , '}'          , '.'          ,            , 1        
DEL  , '}'      , '，'          , END          ,            , 1        
SUB  , 98       , '>>'         , NAME         , NEWLINE    , 1        
DEL  , NAME     , ')'          , 'as'         ,            , 1        
DEL  , '['      , '**'         , STRING       ,            , 1        
SUB  , ')'      , NEWLINE      , 98           , ':'        , 1        
DEL  , STRING   , NUMBER       , NUMBER       ,            , 1        
DEL  , '-'      , '->'         , '>'          ,            , 1        
DEL  , '-'      , '>'          , NAME         ,            , 1        
DEL  , '，'      , '%'          , STRING       ,            , 1        
DEL  , '，'      , '//'         , STRING       ,            , 1        
SUB  , '，'      , '}'          , END          , ')'        , 1        
SUB  , NUMBER   , ']'          , '，'          , ')'        , 1        
INS  , START    ,              , '{'          , '['        , 1        
SUB  , '，'      , UNKNOWN_CHAR , NAME         , '{'        , 1        
DEL  , 98       , NAME         , NEWLINE      ,            , 1        
SUB  , STRING   , NAME         , STRING       , '['        , 1        
INS  , NAME     ,              , '{'          , ':'        , 1        
SUB  , START    , '('          , NAME         , '{'        , 1        
SUB  , STRING   , UNKNOWN_CHAR , END          , '+'        , 1        
INS  , '+'      ,              , END          , NAME       , 1        
SUB  , '='      , NUMBER       , NAME         , STRING     , 1        
SUB  , ':'      , UNKNOWN_CHAR , NUMBER       , STRING     , 1        
INS  , '='      ,              , END          , '...'      , 1        
SUB  , 'in'     , UNKNOWN_CHAR , ']'          , STRING     , 1        
DEL  , NAME     , '='          , 'True'       ,            , 1        
DEL  , NAME     , 'True'       , ']'          ,            , 1        
SUB  , NAME     , 'from'       , NAME         , 'import'   , 1        
DEL  , '...'    , NAME         , NAME         ,            , 1        
DEL  , '...'    , NAME         , '...'        ,            , 1        
SUB  , ']'      , ']'          , END          , '}'        , 1        
SUB  , NAME     , NEWLINE      , 98           , ':'        , 1        
DEL  , ':'      , 98           , 'return'     ,            , 1        
INS  , ')'      ,              , '=='         , ')'        , 1        
DEL  , NAME     , '，'          , END          ,            , 1        
INS  , '，'      ,              , STRING       , '}'        , 1        
INS  , '}'      ,              , STRING       , ']'        , 1        
INS  , ':'      ,              , '}'          , 'None'     , 1        
DEL  , NEWLINE  , NEWLINE      , '...'        ,            , 1        
DEL  , '，'      , '>'          , '>'          ,            , 1        
DEL  , ')'      , '**'         , '，'          ,            , 1        
DEL  , ')'      , '('          , 'for'        ,            , 1        
SUB  , 99       , NAME         , '('          , 'except'   , 1        
SUB  , 98       , 'return'     , NEWLINE      , NAME       , 1        
DEL  , '，'      , '('          , STRING       ,            , 1        
DEL  , STRING   , '*'          , END          ,            , 1        
SUB  , ')'      , ']'          , END          , '}'        , 1        
SUB  , STRING   , NAME         , '+'          , '，'        , 1        
SUB  , '，'      , 'import'     , '，'          , NAME       , 1        
INS  , NAME     ,              , '...'        , '，'        , 1        
DEL  , '-'      , '->'         , '('          ,            , 1        
DEL  , NAME     , NAME         , '->'         ,            , 1        
DEL  , NAME     , '->'         , 'is'         ,            , 1        
SUB  , NAME     , STRING       , '%'          , '('        , 1        
INS  , '('      ,              , '%'          , ')'        , 1        
DEL  , NUMBER   , NAME         , ':'          ,            , 1        
SUB  , NAME     , '{'          , NAME         , '，'        , 1        
DEL  , NAME     , '}'          , NEWLINE      ,            , 1        
DEL  , START    , NEWLINE      , 'or'         ,            , 1        
DEL  , START    , 'or'         , END          ,            , 1        
INS  , 'True'   ,              , END          , ']'        , 1        
INS  , '['      ,              , '*'          , '['        , 1        
DEL  , STRING   , NAME         , '+'          ,            , 1        
DEL  , STRING   , '+'          , ')'          ,            , 1        
DEL  , '-'      , '->'         , NUMBER       ,            , 1        
DEL  , NEWLINE  , '>>'         , '{'          ,            , 1        
SUB  , '，'      , 'def'        , '='          , NAME       , 1        
DEL  , NAME     , '.'          , 'class'      ,            , 1        
DEL  , NAME     , 'class'      , ')'          ,            , 1        
DEL  , NAME     , STRING       , '|'          ,            , 1        
DEL  , NAME     , '|'          , '/'          ,            , 1        
DEL  , ']'      , '&'          , '>'          ,            , 1        
SUB  , 98       , NAME         , 'True'       , 'while'    , 1        
SUB  , STRING   , NAME         , ':'          , STRING     , 1        
DEL  , START    , '>>'         , STRING       ,            , 1        
DEL  , '，'      , 'and'        , '，'          ,            , 1        
SUB  , STRING   , ':'          , 'None'       , '，'        , 1        
SUB  , NAME     , ':'          , '//'         , ']'        , 1        
SUB  , '='      , '('          , STRING       , '{'        , 1        
INS  , '...'    ,              , NAME         , ';'        , 1        
SUB  , STRING   , UNKNOWN_CHAR , NUMBER       , '，'        , 1        
DEL  , STRING   , UNKNOWN_CHAR , NUMBER       ,            , 1        
DEL  , STRING   , NUMBER       , END          ,            , 1        
INS  , NEWLINE  ,              , 'assert'     , 99         , 1        
SUB  , START    , NEWLINE      , 98           , NAME       , 1        
SUB  , NAME     , 98           , '+'          , '('        , 1        
INS  , '...'    ,              , END          , ':'        , 1        
SUB  , '，'      , UNKNOWN_CHAR , END          , ']'        , 1        
DEL  , '**'     , NEWLINE      , NAME         ,            , 1        
DEL  , START    , '*'          , 'import'     ,            , 1        
DEL  , NEWLINE  , 98           , 'from'       ,            , 1        
DEL  , ']'      , NEWLINE      , ']'          ,            , 1        
DEL  , ']'      , '.'          , '.'          ,            , 1        
DEL  , '='      , '>'          , NUMBER       ,            , 1        
INS  , 98       ,              , NAME         , 'from'     , 1        
DEL  , STRING   , NAME         , 'is'         ,            , 1        
DEL  , STRING   , 'is'         , NEWLINE      ,            , 1        
SUB  , ')'      , UNKNOWN_CHAR , END          , '.'        , 1        
DEL  , START    , '%'          , '%'          ,            , 1        
DEL  , '('      , '@'          , STRING       ,            , 1        
DEL  , NAME     , '='          , '{'          ,            , 1        
DEL  , NAME     , '{'          , NUMBER       ,            , 1        
DEL  , '!='     , '**'         , STRING       ,            , 1        
DEL  , STRING   , '**'         , ':'          ,            , 1        
INS  , ']'      ,              , ')'          , '('        , 1        
SUB  , ')'      , '，'          , '('          , ']'        , 1        
INS  , ')'      ,              , NAME         , '=='       , 1        
INS  , '...'    ,              , NUMBER       , '['        , 1        
INS  , 98       ,              , NEWLINE      , '('        , 1        
DEL  , NEWLINE  , '，'          , NAME         ,            , 1        
DEL  , '('      , '%'          , NAME         ,            , 1        
SUB  , NEWLINE  , 'continue'   , NEWLINE      , 99         , 1        
SUB  , '，'      , '.'          , '，'          , STRING     , 1        
SUB  , '，'      , '.'          , ']'          , STRING     , 1        
DEL  , '['      , '**'         , NUMBER       ,            , 1        
INS  , 'as'     ,              , NEWLINE      , NAME       , 1        
INS  , NAME     ,              , ')'          , '='        , 1        
DEL  , START    , 98           , 'import'     ,            , 1        
DEL  , 99       , 99           , 'elif'       ,            , 1        
DEL  , ')'      , '...'        , ']'          ,            , 1        
INS  , '('      ,              , STRING       , '['        , 1        
DEL  , STRING   , NEWLINE      , '>>'         ,            , 1        
DEL  , STRING   , '>>'         , '>'          ,            , 1        
DEL  , '**'     , '*'          , NAME         ,            , 1        
DEL  , NAME     , '**'         , '*'          ,            , 1        
DEL  , START    , '**'         , 'for'        ,            , 1        
SUB  , NAME     , '='          , '('          , '.'        , 1        
DEL  , '='      , NEWLINE      , '['          ,            , 1        
DEL  , ']'      , UNKNOWN_CHAR , ']'          ,            , 1        
DEL  , NEWLINE  , 98           , '...'        ,            , 1        
DEL  , ';'      , UNKNOWN_CHAR , 'None'       ,            , 1        
DEL  , 'None'   , UNKNOWN_CHAR , END          ,            , 1        
SUB  , '，'      , NAME         , UNKNOWN_CHAR , STRING     , 1        
DEL  , NUMBER   , '**'         , END          ,            , 1        
SUB  , NUMBER   , '，'          , '['          , ':'        , 1        
SUB  , STRING   , NAME         , '-'          , NEWLINE    , 1        
INS  , ']'      ,              , '['          , '，'        , 1        
SUB  , STRING   , NEWLINE      , 98           , '('        , 1        
SUB  , '('      , 98           , '['          , ')'        , 1        
INS  , '=='     ,              , END          , STRING     , 1        
SUB  , STRING   , NAME         , NUMBER       , '，'        , 1        
INS  , '{'      ,              , STRING       , '}'        , 1        
DEL  , '，'      , 'and'        , NAME         ,            , 1        
SUB  , '['      , '{'          , NUMBER       , '('        , 1        
DEL  , '='      , '>'          , STRING       ,            , 1        
DEL  , STRING   , ']'          , NEWLINE      ,            , 1        
SUB  , START    , 'try'        , '='          , NAME       , 1        
SUB  , NEWLINE  , 'try'        , '.'          , NAME       , 1        
SUB  , NEWLINE  , 'and'        , END          , 98         , 1        
INS  , 98       ,              , END          , NEWLINE    , 1        
DEL  , 'is'     , ':'          , '['          ,            , 1        
INS  , ')'      ,              , '['          , ']'        , 1        
DEL  , '%'      , '>'          , '%'          ,            , 1        
DEL  , '%'      , '%'          , NAME         ,            , 1        
SUB  , NEWLINE  , STRING       , NEWLINE      , 98         , 1        
DEL  , 98       , NEWLINE      , 'for'        ,            , 1        
INS  , 'True'   ,              , 'assert'     , ')'        , 1        
INS  , ')'      ,              , 'assert'     , NEWLINE    , 1        
SUB  , 'import' , STRING       , NEWLINE      , NAME       , 1        
SUB  , STRING   , '}'          , NEWLINE      , ')'        , 1        
SUB  , '!='     , '+'          , 'or'         , STRING     , 1        
SUB  , '!='     , '-'          , 'or'         , STRING     , 1        
SUB  , '!='     , '*'          , NEWLINE      , STRING     , 1        
DEL  , '，'      , '...'        , '.'          ,            , 1        
DEL  , '，'      , '.'          , '}'          ,            , 1        
DEL  , '，'      , UNKNOWN_CHAR , UNKNOWN_CHAR ,            , 1        
INS  , NAME     ,              , '!='         , ')'        , 1        
DEL  , START    , 98           , 'if'         ,            , 1        
SUB  , NEWLINE  , NAME         , 'True'       , 'while'    , 1        
DEL  , ']'      , '->'         , NAME         ,            , 1        
SUB  , '=='     , 'def'        , ')'          , NAME       , 1        
DEL  , ']'      , NAME         , 'return'     ,            , 1        
DEL  , ']'      , 'return'     , '['          ,            , 1        
SUB  , NEWLINE  , 98           , 'elif'       , 99         , 1        
SUB  , NEWLINE  , 99           , NAME         , 98         , 1        
DEL  , NAME     , '-'          , '-'          ,            , 1        
DEL  , NAME     , '-'          , NEWLINE      ,            , 1        
DEL  , '，'      , ':'          , '{'          ,            , 1        
DEL  , NUMBER   , NUMBER       , '('          ,            , 1        
SUB  , STRING   , UNKNOWN_CHAR , ')'          , '，'        , 1        
INS  , NEWLINE  ,              , STRING       , '{'        , 1        
SUB  , NAME     , ']'          , END          , '}'        , 1        
DEL  , '，'      , NEWLINE      , '('          ,            , 1        
DEL  , '='      , '>'          , 'True'       ,            , 1        
DEL  , '-'      , NAME         , '{'          ,            , 1        
DEL  , NEWLINE  , 98           , '@'          ,            , 1        
DEL  , NEWLINE  , NEWLINE      , END          ,            , 1        
INS  , NEWLINE  ,              , 'else'       , 99         , 1        
SUB  , 'else'   , NEWLINE      , NAME         , ':'        , 1        
SUB  , STRING   , STRING       , NAME         , ']'        , 1        
INS  , ']'      ,              , '-'          , ')'        , 1        
DEL  , 'in'     , 'in'         , NAME         ,            , 1        
DEL  , '，'      , NUMBER       , '...'        ,            , 1        
DEL  , NUMBER   , '|'          , END          ,            , 1        
SUB  , NAME     , '-'          , NAME         , NEWLINE    , 1        
SUB  , '，'      , 'class'      , ':'          , STRING     , 1        
INS  , '，'      ,              , '}'          , ']'        , 1        
SUB  , START    , NAME         , 'True'       , 'while'    , 1        
SUB  , ':'      , 'break'      , NEWLINE      , NAME       , 1        
INS  , START    ,              , '='          , NAME       , 1        
INS  , '='      ,              , NUMBER       , '['        , 1        
DEL  , START    , ')'          , NAME         ,            , 1        
SUB  , NEWLINE  , NAME         , '('          , 'with'     , 1        
DEL  , ']'      , NAME         , '.'          ,            , 1        
DEL  , '}'      , '}'          , NEWLINE      ,            , 1        
INS  , NUMBER   ,              , '，'          , ')'        , 1        
SUB  , 'and'    , UNKNOWN_CHAR , NAME         , STRING     , 1        
DEL  , 98       , UNKNOWN_CHAR , NEWLINE      ,            , 1        
SUB  , '('      , 'in'         , '('          , NAME       , 1        
DEL  , ']'      , '...'        , NAME         ,            , 1        
INS  , ':'      ,              , NEWLINE      , NUMBER     , 1        
SUB  , NAME     , 'is'         , NAME         , 'if'       , 1        
DEL  , ')'      , '~'          , END          ,            , 1        
INS  , '.'      ,              , '['          , NAME       , 1        
SUB  , '['      , 'from'       , '，'          , NAME       , 1        
DEL  , ')'      , 'or'         , END          ,            , 1        
SUB  , 'from'   , 'def'        , 'import'     , NAME       , 1        
SUB  , '.'      , 'def'        , 'import'     , NAME       , 1        
INS  , '}'      ,              , END          , NEWLINE    , 1        
DEL  , STRING   , '&'          , NEWLINE      ,            , 1        
SUB  , '{'      , NAME         , ':'          , STRING     , 1        
SUB  , '}'      , ']'          , NEWLINE      , '}'        , 1        
DEL  , START    , '>>'         , NUMBER       ,            , 1        
DEL  , NUMBER   , NEWLINE      , '>>'         ,            , 1        
DEL  , '('      , '>'          , NUMBER       ,            , 1        
DEL  , '...'    , STRING       , '，'          ,            , 1        
DEL  , '，'      , ':'          , NUMBER       ,            , 1        
DEL  , ']'      , ']'          , '}'          ,            , 1        
INS  , NAME     ,              , 'with'       , NEWLINE    , 1        
DEL  , '('      , UNKNOWN_CHAR , ')'          ,            , 1        
DEL  , NUMBER   , NAME         , '.'          ,            , 1        
SUB  , NAME     , '.'          , NAME         , NEWLINE    , 1        
INS  , 98       ,              , NEWLINE      , NAME       , 1        
SUB  , ']'      , ';'          , '['          , '，'        , 1        
DEL  , '}'      , NEWLINE      , '}'          ,            , 1        
DEL  , 'not'    , 'None'       , 'else'       ,            , 1        
DEL  , 'not'    , 'else'       , STRING       ,            , 1        
INS  , ':'      ,              , STRING       , NUMBER     , 1        
DEL  , NAME     , 'as'         , NAME         ,            , 1        
DEL  , 'True'   , UNKNOWN_CHAR , END          ,            , 1        
DEL  , START    , UNKNOWN_CHAR , 'for'        ,            , 1        
INS  , ')'      ,              , '，'          , '}'        , 1        
INS  , STRING   ,              , 'in'         , STRING     , 1        
INS  , ':'      ,              , NUMBER       , '{'        , 1        
INS  , '{'      ,              , NUMBER       , STRING     , 1        
DEL  , NAME     , STRING       , '-'          ,            , 1        
DEL  , NAME     , UNKNOWN_CHAR , '.'          ,            , 1        
SUB  , NAME     , '<'          , NAME         , NEWLINE    , 1        
DEL  , '>'      , NEWLINE      , NAME         ,            , 1        
DEL  , NAME     , '|'          , END          ,            , 1        
DEL  , '}'      , ']'          , END          ,            , 1        
DEL  , START    , UNKNOWN_CHAR , 'with'       ,            , 1        
DEL  , ')'      , 'return'     , NUMBER       ,            , 1        
DEL  , NAME     , '*'          , 'for'        ,            , 1        
DEL  , 98       , '**'         , 'if'         ,            , 1        
DEL  , ':'      , '**'         , NEWLINE      ,            , 1        
INS  , ':'      ,              , NAME         , NEWLINE    , 1        
DEL  , 'return' , '**'         , NAME         ,            , 1        
INS  , '='      ,              , NAME         , 'yield'    , 1        
DEL  , '，'      , NAME         , '='          ,            , 1        
SUB  , ']'      , '...'        , '.'          , '，'        , 1        
DEL  , '，'      , '.'          , '['          ,            , 1        
SUB  , STRING   , NUMBER       , UNKNOWN_CHAR , STRING     , 1        
SUB  , STRING   , UNKNOWN_CHAR , '}'          , '，'        , 1        
INS  , '('      ,              , STRING       , ')'        , 1        
INS  , ')'      ,              , STRING       , '['        , 1        
INS  , ':'      ,              , NEWLINE      , 'return'   , 1        
SUB  , START    , 'for'        , NAME         , NEWLINE    , 1        
DEL  , ']'      , '*'          , ']'          ,            , 1        
DEL  , STRING   , UNKNOWN_CHAR , '*'          ,            , 1        
SUB  , ')'      , '='          , STRING       , '=='       , 1        
DEL  , STRING   , '}'          , ']'          ,            , 1        
DEL  , NEWLINE  , 99           , 'while'      ,            , 1        
DEL  , START    , '**'         , '['          ,            , 1        
SUB  , NAME     , NEWLINE      , 99           , ')'        , 1        
SUB  , 98       , '>'          , NUMBER       , NEWLINE    , 1        
SUB  , NEWLINE  , NUMBER       , END          , 99         , 1        
INS  , STRING   ,              , '('          , ':'        , 1        
SUB  , STRING   , STRING       , NUMBER       , '，'        , 1        
SUB  , NUMBER   , NAME         , UNKNOWN_CHAR , ':'        , 1        
DEL  , NAME     , 'return'     , NUMBER       ,            , 1        
DEL  , NAME     , NUMBER       , 'else'       ,            , 1        
INS  , 'else'   ,              , END          , NUMBER     , 1        
SUB  , '{'      , ':'          , NUMBER       , STRING     , 1        
DEL  , START    , '<'          , 'class'      ,            , 1        
DEL  , START    , 'class'      , STRING       ,            , 1        
INS  , NEWLINE  ,              , '...'        , 99         , 1        
SUB  , ':'      , STRING       , '}'          , NUMBER     , 1        
SUB  , STRING   , '='          , '['          , '，'        , 1        
DEL  , STRING   , '='          , '['          ,            , 1        
DEL  , ':'      , UNKNOWN_CHAR , STRING       ,            , 1        
DEL  , NAME     , 'is'         , 'in'         ,            , 1        
INS  , NAME     ,              , '-'          , NEWLINE    , 1        
DEL  , '-'      , '-'          , NAME         ,            , 1        
SUB  , '('      , '/'          , NAME         , STRING     , 1        
DEL  , START    , NUMBER       , 'def'        ,            , 1        
SUB  , NEWLINE  , NUMBER       , 'return'     , 98         , 1        
SUB  , NEWLINE  , NUMBER       , NAME         , 99         , 1        
SUB  , STRING   , '}'          , '，'          , ']'        , 1        
SUB  , 'None'   , ']'          , '，'          , '}'        , 1        
SUB  , NUMBER   , ']'          , '，'          , '}'        , 1        
INS  , NUMBER   ,              , NAME         , '}'        , 1        
INS  , ':'      ,              , STRING       , '['        , 1        
SUB  , NUMBER   , ')'          , ']'          , '，'        , 1        
INS  , '=='     ,              , END          , NAME       , 1        
DEL  , STRING   , '**'         , '}'          ,            , 1        
SUB  , NUMBER   , ';'          , NUMBER       , ':'        , 1        
DEL  , '，'      , '*'          , END          ,            , 1        
DEL  , '，'      , 'is'         , '，'          ,            , 1        
DEL  , '，'      , UNKNOWN_CHAR , NUMBER       ,            , 1        
SUB  , '}'      , ']'          , END          , ')'        , 1        
SUB  , ')'      , '...'        , NAME         , '，'        , 1        
SUB  , START    , NAME         , '.'          , 'from'     , 1        
INS  , 'True'   ,              , NEWLINE      , ')'        , 1        
DEL  , '，'      , NUMBER       , STRING       ,            , 1        
INS  , NAME     ,              , NUMBER       , '，'        , 1        
SUB  , '['      , UNKNOWN_CHAR , NUMBER       , STRING     , 1        
SUB  , NAME     , NAME         , NAME         , NEWLINE    , 1        
SUB  , NUMBER   , '='          , NUMBER       , '=='       , 1        
INS  , NEWLINE  ,              , 'break'      , 99         , 1        
INS  , NAME     ,              , '**'         , '('        , 1        
SUB  , '，'      , '['          , NUMBER       , '('        , 1        
INS  , '，'      ,              , STRING       , '['        , 1        
INS  , '('      ,              , '['          , NAME       , 1        
DEL  , NAME     , 'with'       , '='          ,            , 1        
SUB  , STRING   , NAME         , ']'          , '，'        , 1        
INS  , NUMBER   ,              , NAME         , ']'        , 1        
DEL  , ']'      , NEWLINE      , UNKNOWN_CHAR ,            , 1        
SUB  , STRING   , ')'          , '，'          , ']'        , 1        
INS  , '.'      ,              , '.'          , NAME       , 1        
DEL  , NAME     , '('          , END          ,            , 1        
INS  , ':'      ,              , ')'          , ']'        , 1        
DEL  , ')'      , NAME         , STRING       ,            , 1        
INS  , 98       ,              , NAME         , 'with'     , 1        
INS  , NEWLINE  ,              , STRING       , 99         , 1        
DEL  , NAME     , '.'          , UNKNOWN_CHAR ,            , 1        
DEL  , ')'      , '->'         , NAME         ,            , 1        
SUB  , '，'      , 'from'       , '='          , NAME       , 1        
DEL  , STRING   , ')'          , UNKNOWN_CHAR ,            , 1        
DEL  , '('      , NAME         , '*'          ,            , 1        
DEL  , NEWLINE  , 'class'      , '='          ,            , 1        
DEL  , NEWLINE  , '='          , STRING       ,            , 1        
SUB  , NAME     , '{'          , NAME         , '('        , 1        
INS  , '，'      ,              , ')'          , '}'        , 1        
INS  , 98       ,              , NAME         , 'global'   , 1        
DEL  , STRING   , '{'          , NUMBER       ,            , 1        
DEL  , STRING   , NUMBER       , '}'          ,            , 1        
DEL  , NAME     , ')'          , '+'          ,            , 1        
SUB  , NUMBER   , ']'          , NEWLINE      , ')'        , 1        
SUB  , NUMBER   , UNKNOWN_CHAR , ')'          , '='        , 1        
INS  , '='      ,              , ')'          , STRING     , 1        
SUB  , 'in'     , UNKNOWN_CHAR , NAME         , STRING     , 1        
DEL  , 'in'     , UNKNOWN_CHAR , NAME         ,            , 1        
DEL  , NAME     , UNKNOWN_CHAR , 'for'        ,            , 1        
SUB  , NUMBER   , ']'          , '['          , ')'        , 1        
DEL  , STRING   , '...'        , ')'          ,            , 1        
DEL  , NEWLINE  , 'and'        , 'for'        ,            , 1        
DEL  , '='      , '>'          , '('          ,            , 1        
DEL  , NAME     , '...'        , '}'          ,            , 1        
SUB  , 99       , 'else'       , NAME         , 'elif'     , 1        
DEL  , 'None'   , 'is'         , 'in'         ,            , 1        
SUB  , '+'      , 'class'      , '+'          , NAME       , 1        
