Type , Left     , Old Mid      , Right        , New Mid    , Frequency
INS  , 'None'   ,              , END          , ')'        , 1        
DEL  , NAME     , 'as'         , NEWLINE      ,            , 1        
SUB  , NAME     , 'if'         , '('          , 'in'       , 1        
INS  , START    ,              , '/'          , NAME       , 1        
DEL  , NUMBER   , UNKNOWN_CHAR , 'and'        ,            , 1        
INS  , '='      ,              , NEWLINE      , NAME       , 1        
INS  , '~'      ,              , END          , '('        , 1        
INS  , NAME     ,              , '|'          , NEWLINE    , 1        
INS  , NEWLINE  ,              , '|'          , NAME       , 1        
DEL  , '，'      , STRING       , '='          ,            , 1        
DEL  , '，'      , STRING       , '}'          ,            , 1        
DEL  , NAME     , '/'          , END          ,            , 1        
DEL  , '='      , '>'          , NAME         ,            , 1        
DEL  , STRING   , '/'          , ')'          ,            , 1        
DEL  , NAME     , ':'          , ']'          ,            , 1        
INS  , '，'      ,              , '='          , NAME       , 1        
SUB  , NAME     , STRING       , '，'          , '('        , 1        
SUB  , '('      , '，'          , NAME         , '+'        , 1        
INS  , '('      ,              , '('          , NAME       , 1        
DEL  , ')'      , NAME         , ')'          ,            , 1        
SUB  , NUMBER   , STRING       , NAME         , 'else'     , 1        
DEL  , '+'      , '|'          , STRING       ,            , 1        
INS  , START    ,              , NAME         , 'for'      , 1        
SUB  , STRING   , '['          , ')'          , ']'        , 1        
DEL  , START    , '/'          , NAME         ,            , 1        
DEL  , 99       , 'def'        , '('          ,            , 1        
INS  , 'if'     ,              , 'return'     , STRING     , 1        
INS  , STRING   ,              , 'return'     , ':'        , 1        
DEL  , ')'      , ')'          , '['          ,            , 1        
SUB  , 'True'   , 'for'        , NAME         , 'if'       , 1        
INS  , ')'      ,              , NAME         , 'else'     , 1        
DEL  , ')'      , '，'          , 'for'        ,            , 1        
SUB  , STRING   , '/'          , UNKNOWN_CHAR , STRING     , 1        
SUB  , STRING   , UNKNOWN_CHAR , NEWLINE      , '，'        , 1        
DEL  , '.'      , 'class'      , '.'          ,            , 1        
DEL  , NAME     , NUMBER       , '.'          ,            , 1        
INS  , STRING   ,              , NAME         , '='        , 1        
SUB  , STRING   , UNKNOWN_CHAR , UNKNOWN_CHAR , '，'        , 1        
SUB  , '('      , '...'        , ')'          , NAME       , 1        
DEL  , NAME     , '.'          , ')'          ,            , 1        
DEL  , NAME     , '='          , '('          ,            , 1        
DEL  , ']'      , ']'          , '+='         ,            , 1        
SUB  , NAME     , 'is'         , NAME         , 'in'       , 1        
INS  , ')'      ,              , '<='         , ')'        , 1        
DEL  , NAME     , NAME         , 'and'        ,            , 1        
DEL  , NAME     , 'and'        , NEWLINE      ,            , 1        
SUB  , STRING   , NAME         , NAME         , '}'        , 1        
SUB  , '}'      , NAME         , UNKNOWN_CHAR , '，'        , 1        
INS  , NAME     ,              , '<='         , ')'        , 1        
INS  , STRING   ,              , 'import'     , ')'        , 1        
SUB  , START    , 'if'         , '{'          , NAME       , 1        
SUB  , '}'      , ':'          , END          , ')'        , 1        
SUB  , NAME     , '.'          , NAME         , ')'        , 1        
DEL  , START    , ')'          , '.'          ,            , 1        
DEL  , NAME     , ']'          , NEWLINE      ,            , 1        
SUB  , START    , NAME         , STRING       , 'if'       , 1        
INS  , STRING   ,              , '.'          , ':'        , 1        
SUB  , ')'      , NEWLINE      , NAME         , '，'        , 1        
DEL  , ')'      , '.'          , ')'          ,            , 1        
SUB  , NEWLINE  , 'pass'       , '='          , NAME       , 1        
SUB  , '/'      , NUMBER       , '.'          , NAME       , 1        
INS  , '{'      ,              , 'for'        , NAME       , 1        
INS  , STRING   ,              , NAME         , '['        , 1        
DEL  , ')'      , NAME         , '=='         ,            , 1        
INS  , ')'      ,              , 'import'     , ')'        , 1        
SUB  , '='      , '<'          , NAME         , NUMBER     , 1        
DEL  , NUMBER   , NAME         , '>'          ,            , 1        
DEL  , NUMBER   , '>'          , ')'          ,            , 1        
INS  , STRING   ,              , 'lambda'     , '，'        , 1        
INS  , STRING   ,              , '.'          , STRING     , 1        
DEL  , NAME     , '('          , '*'          ,            , 1        
INS  , 98       ,              , NEWLINE      , NUMBER     , 1        
INS  , '...'    ,              , END          , NEWLINE    , 1        
DEL  , ':'      , ')'          , NAME         ,            , 1        
DEL  , STRING   , '.'          , NEWLINE      ,            , 1        
SUB  , ')'      , UNKNOWN_CHAR , NAME         , '/'        , 1        
DEL  , '...'    , '.'          , '-'          ,            , 1        
DEL  , '='      , '.'          , NAME         ,            , 1        
DEL  , START    , '@'          , STRING       ,            , 1        
SUB  , '+'      , UNKNOWN_CHAR , UNKNOWN_CHAR , STRING     , 1        
SUB  , ']'      , '='          , STRING       , '!='       , 1        
SUB  , 'import' , 'import'     , NEWLINE      , NAME       , 1        
DEL  , 'return' , UNKNOWN_CHAR , NAME         ,            , 1        
INS  , 'if'     ,              , STRING       , NAME       , 1        
INS  , NAME     ,              , STRING       , ']'        , 1        
INS  , ']'      ,              , STRING       , '!='       , 1        
DEL  , ']'      , '，'          , 'for'        ,            , 1        
INS  , 'None'   ,              , '}'          , 'else'     , 1        
INS  , 'else'   ,              , '}'          , STRING     , 1        
INS  , '='      ,              , '['          , STRING     , 1        
SUB  , START    , 'def'        , NAME         , 'del'      , 1        
SUB  , '('      , 'from'       , '-'          , NAME       , 1        
SUB  , '*'      , 'from'       , ')'          , NAME       , 1        
DEL  , NAME     , 'is'         , '<'          ,            , 1        
DEL  , '='      , STRING       , NAME         ,            , 1        
DEL  , '='      , '='          , 'True'       ,            , 1        
SUB  , START    , 'as'         , '='          , NAME       , 1        
SUB  , '('      , 'as'         , ')'          , NAME       , 1        
SUB  , '('      , 'as'         , '，'          , NAME       , 1        
DEL  , NAME     , NUMBER       , 'import'     ,            , 1        
INS  , STRING   ,              , '>'          , ']'        , 1        
INS  , ':'      ,              , NEWLINE      , 'break'    , 1        
SUB  , '('      , UNKNOWN_CHAR , '%'          , NUMBER     , 1        
DEL  , '*'      , '**'         , NAME         ,            , 1        
DEL  , NAME     , '('          , 'False'      ,            , 1        
INS  , '='      ,              , '-'          , '('        , 1        
DEL  , NUMBER   , '<'          , '/'          ,            , 1        
DEL  , '['      , NAME         , STRING       ,            , 1        
DEL  , NEWLINE  , 'def'        , NAME         ,            , 1        
SUB  , STRING   , STRING       , UNKNOWN_CHAR , '，'        , 1        
SUB  , '，'      , UNKNOWN_CHAR , ')'          , NAME       , 1        
INS  , 'if'     ,              , '=='         , NAME       , 1        
INS  , ':'      ,              , END          , 'continue' , 1        
SUB  , '='      , NAME         , '*'          , 'lambda'   , 1        
INS  , '['      ,              , '['          , NAME       , 1        
INS  , ')'      ,              , '.'          , ']'        , 1        
DEL  , '('      , '**'         , STRING       ,            , 1        
DEL  , '['      , '.'          , ']'          ,            , 1        
SUB  , NEWLINE  , 'from'       , NAME         , 'import'   , 1        
DEL  , 98       , '...'        , NEWLINE      ,            , 1        
SUB  , '('      , UNKNOWN_CHAR , '，'          , STRING     , 1        
DEL  , 98       , '**'         , NAME         ,            , 1        
INS  , NUMBER   ,              , NUMBER       , ':'        , 1        
DEL  , NUMBER   , UNKNOWN_CHAR , NUMBER       ,            , 1        
DEL  , START    , '*'          , NAME         ,            , 1        
SUB  , '，'      , 'not'        , 'in'         , NAME       , 1        
INS  , NEWLINE  ,              , 'pass'       , 98         , 1        
INS  , 99       ,              , 'if'         , 99         , 1        
DEL  , '%'      , NAME         , STRING       ,            , 1        
SUB  , '+'      , '.'          , NAME         , STRING     , 1        
DEL  , NUMBER   , '='          , NUMBER       ,            , 1        
DEL  , '}'      , '}'          , ']'          ,            , 1        
DEL  , 98       , 'for'        , NAME         ,            , 1        
INS  , NAME     ,              , '!='         , ':'        , 1        
INS  , ':'      ,              , '!='         , NAME       , 1        
SUB  , 'else'   , 'continue'   , END          , 'False'    , 1        
DEL  , NAME     , '>'          , ']'          ,            , 1        
DEL  , STRING   , 'else'       , 'False'      ,            , 1        
DEL  , STRING   , 'False'      , ']'          ,            , 1        
SUB  , ')'      , UNKNOWN_CHAR , NAME         , 'if'       , 1        
SUB  , ')'      , ':'          , STRING       , 'else'     , 1        
DEL  , NUMBER   , 'or'         , ':'          ,            , 1        
DEL  , 'return' , NAME         , '='          ,            , 1        
