Type , Left         , Old Mid    , Right      , New Mid      , Frequency
DEL  , 98           , NAME       , ','        ,              , 1        
SUB  , 98           , ','        , '...'      , '...'        , 1        
SUB  , '...'        , ','        , NEWLINE    , '.'          , 1        
INS  , '('          ,            , NAME       , '>>'         , 1        
INS  , '>>'         ,            , NAME       , '>>'         , 1        
SUB  , NEWLINE      , 98         , '@'        , 99           , 1        
SUB  , NUMBER       , ']'        , NEWLINE    , ')'          , 1        
SUB  , ']'          , ')'        , EOS        , '}'          , 1        
SUB  , NEWLINE      , NAME       , '.'        , 'assert'     , 1        
SUB  , ']'          , '!='       , NAME       , STRING       , 1        
SUB  , NEWLINE      , '='        , STRING     , NAME         , 1        
DEL  , '='          , '}'        , NEWLINE    ,              , 1        
INS  , '-'          ,            , NAME       , ','          , 1        
SUB  , STRING       , ']'        , '+'        , '.'          , 1        
INS  , STRING       ,            , ')'        , '+'          , 1        
INS  , NUMBER       ,            , ':'        , ','          , 1        
SUB  , '-'          , STRING     , '+'        , UNKNOWN_CHAR , 1        
INS  , ']'          ,            , EOS        , '}'          , 1        
SUB  , ','          , '}'        , '}'        , '...'        , 1        
SUB  , '...'        , '}'        , EOS        , '.'          , 1        
INS  , '-'          ,            , NAME       , 'not'        , 1        
INS  , 'return'     ,            , NUMBER     , '('          , 1        
INS  , ']'          ,            , ']'        , '...'        , 1        
SUB  , ']'          , ']'        , EOS        , '...'        , 1        
SUB  , '('          , '+'        , NAME       , STRING       , 1        
INS  , BOS          ,            , 'import'   , '<'          , 1        
INS  , '<'          ,            , 'import'   , NAME         , 1        
INS  , ')'          ,            , 'if'       , '**'         , 1        
INS  , '('          ,            , '{'        , NAME         , 1        
SUB  , ':'          , NUMBER     , ','        , NAME         , 1        
DEL  , '['          , '{'        , NAME       ,              , 1        
SUB  , NUMBER       , ','        , NAME       , ';'          , 1        
SUB  , ':'          , '}'        , ','        , NUMBER       , 1        
SUB  , '}'          , '}'        , EOS        , NEWLINE      , 1        
INS  , NAME         ,            , 'as'       , '('          , 1        
INS  , '('          ,            , 'as'       , ')'          , 1        
SUB  , NAME         , ':'        , NEWLINE    , UNKNOWN_CHAR , 1        
INS  , '->'         ,            , NAME       , '>'          , 1        
INS  , NUMBER       ,            , '='        , ')'          , 1        
INS  , NEWLINE      ,            , '('        , '('          , 1        
SUB  , NAME         , '}'        , EOS        , ','          , 1        
SUB  , ','          , STRING     , 'in'       , 'in'         , 1        
SUB  , 'in'         , 'in'       , NUMBER     , NEWLINE      , 1        
SUB  , '='          , '('        , NUMBER     , NUMBER       , 1        
SUB  , NUMBER       , NUMBER     , ')'        , NEWLINE      , 1        
SUB  , NEWLINE      , ')'        , ','        , '%'          , 1        
SUB  , '%'          , ','        , NAME       , NAME         , 1        
INS  , '['          ,            , '...'      , '...'        , 1        
SUB  , STRING       , '+'        , NAME       , NEWLINE      , 1        
SUB  , ','          , ')'        , EOS        , '}'          , 1        
SUB  , 98           , 'if'       , NAME       , 'for'        , 1        
SUB  , ':'          , STRING     , '}'        , NAME         , 1        
SUB  , NAME         , '}'        , ','        , STRING       , 1        
SUB  , ')'          , ']'        , ')'        , ')'          , 1        
INS  , 'None'       ,            , 'else'     , NEWLINE      , 1        
INS  , ','          ,            , '('        , UNKNOWN_CHAR , 1        
SUB  , NUMBER       , ')'        , ','        , ']'          , 1        
SUB  , BOS          , NEWLINE    , NAME       , NUMBER       , 1        
INS  , '['          ,            , '['        , ','          , 1        
INS  , STRING       ,            , '%'        , NAME         , 1        
INS  , ','          ,            , '{'        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , '{'        , STRING     , NAME         , 1        
INS  , NEWLINE      ,            , '}'        , 98           , 1        
SUB  , ']'          , ','        , '['        , ']'          , 1        
SUB  , '.'          , NAME       , '('        , STRING       , 1        
INS  , NEWLINE      ,            , NEWLINE    , ':'          , 1        
INS  , NAME         ,            , NEWLINE    , '+='         , 1        
INS  , 99           ,            , NAME       , 'finally'    , 1        
INS  , 'finally'    ,            , NAME       , ':'          , 1        
SUB  , NEWLINE      , 98         , NEWLINE    , 'pass'       , 1        
INS  , NEWLINE      ,            , NAME       , 'is'         , 1        
INS  , NAME         ,            , ','        , '|'          , 1        
SUB  , '|'          , ','        , STRING     , NAME         , 1        
SUB  , ','          , ':'        , '{'        , NAME         , 1        
DEL  , NUMBER       , 99         , NAME       ,              , 1        
SUB  , BOS          , '{'        , NAME       , '('          , 1        
SUB  , '='          , ')'        , '+'        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , '+'        , STRING     , STRING       , 1        
SUB  , NUMBER       , ']'        , EOS        , '}'          , 1        
INS  , '-='         ,            , NAME       , NAME         , 1        
INS  , STRING       ,            , NAME       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , NAME       , ')'        , 'import'     , 1        
SUB  , 'import'     , ')'        , NEWLINE    , NAME         , 1        
DEL  , 'while'      , '('        , '('        ,              , 1        
SUB  , 'in'         , STRING     , ']'        , UNKNOWN_CHAR , 1        
INS  , '='          ,            , '-'        , NEWLINE      , 1        
INS  , '='          ,            , ']'        , 'True'       , 1        
SUB  , NAME         , NEWLINE    , '...'      , NAME         , 1        
INS  , '...'        ,            , 'and'      , '.'          , 1        
INS  , NAME         ,            , EOS        , ','          , 1        
SUB  , NAME         , STRING     , ')'        , '.'          , 1        
DEL  , '...'        , '}'        , ']'        ,              , 1        
DEL  , ')'          , 99         , 'finally'  ,              , 1        
DEL  , ')'          , 'finally'  , ':'        ,              , 1        
INS  , NEWLINE      ,            , '/'        , '['          , 1        
DEL  , STRING       , 'None'     , '}'        ,              , 1        
INS  , '...'        ,            , NEWLINE    , NEWLINE      , 1        
SUB  , NAME         , ':'        , NUMBER     , UNKNOWN_CHAR , 1        
INS  , '>'          ,            , STRING     , '>'          , 1        
SUB  , ','          , STRING     , ','        , 'and'        , 1        
INS  , ')'          ,            , 'for'      , '('          , 1        
INS  , NEWLINE      ,            , 'for'      , 'for'        , 1        
INS  , 'for'        ,            , 'for'      , NAME         , 1        
INS  , UNKNOWN_CHAR ,            , 'class'    , NEWLINE      , 1        
INS  , '='          ,            , '*'        , UNKNOWN_CHAR , 1        
INS  , UNKNOWN_CHAR ,            , '*'        , '**'         , 1        
INS  , '*'          ,            , STRING     , UNKNOWN_CHAR , 1        
SUB  , ','          , NAME       , ','        , 'import'     , 1        
INS  , 'while'      ,            , NAME       , NAME         , 1        
INS  , '='          ,            , EOS        , NAME         , 1        
SUB  , NAME         , ','        , NAME       , '...'        , 1        
INS  , '['          ,            , ':'        , ']'          , 1        
SUB  , NAME         , ']'        , NEWLINE    , NEWLINE      , 1        
INS  , '-'          ,            , '('        , '->'         , 1        
INS  , NAME         ,            , 'is'       , '->'         , 1        
INS  , 99           ,            , NUMBER     , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , NUMBER     , EOS        , UNKNOWN_CHAR , 1        
SUB  , NAME         , ')'        , '%'        , STRING       , 1        
INS  , 'import'     ,            , NEWLINE    , '*'          , 1        
DEL  , NUMBER       , '('        , '['        ,              , 1        
DEL  , NUMBER       , '['        , ']'        ,              , 1        
SUB  , ']'          , ')'        , NEWLINE    , '...'        , 1        
INS  , NUMBER       ,            , ':'        , NAME         , 1        
INS  , '}'          ,            , '/'        , '<'          , 1        
INS  , BOS          ,            , EOS        , NEWLINE      , 1        
INS  , NEWLINE      ,            , EOS        , 'or'         , 1        
DEL  , 'True'       , ']'        , EOS        ,              , 1        
SUB  , '-'          , '('        , ')'        , '-'          , 1        
SUB  , '-'          , ')'        , NEWLINE    , '-'          , 1        
DEL  , 99           , ':'        , STRING     ,              , 1        
DEL  , 99           , STRING     , NEWLINE    ,              , 1        
SUB  , NAME         , STRING     , ')'        , '+'          , 1        
SUB  , 'and'        , '+'        , NAME       , NAME         , 1        
SUB  , ','          , NAME       , '='        , 'def'        , 1        
DEL  , 99           , '('        , '{'        ,              , 1        
DEL  , '&'          , '('        , 'not'      ,              , 1        
INS  , '.'          ,            , ')'        , 'class'      , 1        
SUB  , NAME         , '('        , ')'        , 'with'       , 1        
SUB  , 'with'       , ')'        , NEWLINE    , NAME         , 1        
DEL  , BOS          , 'if'       , NUMBER     ,              , 1        
