Snippet length, Patch size, Time to find human repair (ms), First valid repair, Total repairs sampled, Distinct valid repairs, Throughput
77, 1, 818, 716, 15786, 6, 19
52, 2, 499, 472, 6139, 10, 12
130, 1, 4623, 3821, 125501, 2, 27
164, 2, 1966, 0, 10279, 1, 5
66, 1, 1273, 913, 33853, 137, 26
22, 1, 250, 206, 8248, 3, 32
43, 2, 450, 0, 223, 1, 0
64, 2, 450, 444, 3066, 1, 6
34, 1, 268, 251, 2219, 9, 8
10, 1, 387, 240, 33124, 10, 85
41, 1, 682, 540, 23297, 16, 34
151, 2, 3590, 3440, 26960, 14, 7
18, 2, 858, 627, 62148, 3, 72
36, 2, 250, 239, 1264, 2, 5
73, 2, 580, 0, 11543, 1, 19
91, 1, 1138, 999, 7993, 19, 7
141, 2, 2911, 2799, 24508, 7, 8
14, 2, 88, 71, 4306, 7, 48
27, 1, 413, 346, 11108, 35, 26
19, 1, 5860, 2329, 596577, 627, 101
200, 2, 1739, 0, 3566, 1, 2
52, 1, 843, 776, 12828, 15, 15
72, 1, 708, 657, 6450, 10, 9
38, 2, 74, 70, 683, 2, 9
15, 3, 443, 346, 13479, 7, 30
78, 2, 1321, 1208, 22331, 19, 16
12, 1, 137, 75, 9746, 48, 70
36, 2, 199, 182, 3217, 3, 16
15, 1, 1247, 513, 136397, 171, 109
37, 1, 1291, 1047, 34673, 32, 26
4, 1, 16, 14, 633, 9, 37
53, 1, 724, 657, 14559, 17, 20
77, 1, 4314, 3137, 150867, 35, 34
34, 1, 1531, 885, 107077, 148, 69
26, 2, 236, 235, 678, 1, 2
24, 1, 400, 266, 30210, 96, 75
42, 3, 9520, 6492, 631212, 232, 66
36, 1, 227, 0, 194, 1, 0
62, 2, 671, 644, 3534, 1, 5
15, 2, 2185, 1127, 254420, 7, 116
37, 1, 467, 362, 16005, 16, 34
20, 1, 790, 514, 75792, 69, 95
53, 2, 1829, 796, 79658, 2, 43
38, 1, 746, 620, 31318, 4, 41
15, 2, 111, 93, 3872, 5, 34
60, 1, 639, 585, 6374, 11, 9
309, 2, 4717, 0, 30367, 1, 6
66, 1, 901, 685, 36270, 16, 40
31, 2, 262, 257, 1273, 1, 4
42, 1, 86, 69, 1722, 13, 19
112, 2, 5006, 0, 85268, 1, 17
81, 2, 1545, 1342, 38617, 16, 24
50, 1, 860, 748, 11539, 95, 13
70, 2, 755, 0, 496, 1, 0
39, 2, 392, 350, 7914, 7, 20
31, 2, 79, 69, 3183, 1, 39
21, 1, 36, 29, 997, 4, 26
89, 2, 1140, 1019, 26126, 14, 22
62, 2, 641, 0, 1546, 1, 2
10, 1, 8, 7, 522, 3, 58
124, 1, 7457, 6737, 151856, 46, 20
155, 2, 3621, 0, 35995, 1, 9
56, 2, 670, 545, 28907, 18, 43
31, 1, 515, 474, 8253, 3, 15
41, 1, 564, 479, 8253, 8, 14
16, 1, 222, 126, 20724, 55, 92
14, 1, 245, 168, 22116, 7, 89
34, 1, 1974, 916, 130746, 54, 66
12, 3, 5034, 1531, 471864, 63, 93
12, 3, 2841, 1012, 287399, 48, 101
169, 2, 9230, 8186, 187412, 39, 20
103, 2, 1111, 1101, 3896, 5, 3
45, 2, 3292, 0, 137635, 1, 41
19, 2, 9895, 3001, 954293, 571, 96
22, 1, 204, 178, 7110, 35, 34
260, 2, 4155, 0, 4576, 1, 1
34, 2, 167, 151, 3375, 9, 20
13, 1, 65, 50, 2237, 6, 33
12, 1, 79, 52, 6005, 12, 75
84, 2, 994, 985, 1902, 3, 1
68, 1, 1171, 659, 55962, 15, 47
62, 1, 1294, 1235, 9172, 7, 7
118, 2, 1330, 1206, 21713, 10, 16
25, 1, 2129, 873, 177108, 264, 83
76, 1, 4343, 3367, 115880, 86, 26
32, 2, 411, 375, 6601, 3, 16
126, 2, 4159, 3507, 118904, 31, 28
25, 1, 57, 56, 127, 2, 2
143, 2, 1367, 1336, 6514, 3, 4
43, 2, 483, 451, 7050, 9, 14
46, 1, 8326, 4676, 408830, 36, 49
23, 1, 243, 231, 1600, 17, 6
164, 2, 5593, 5363, 45507, 19, 8
26, 2, 389, 281, 21271, 4, 54
34, 2, 50, 46, 1011, 12, 19
21, 2, 19, 17, 331, 6, 16
35, 2, 99, 94, 1622, 5, 16
79, 1, 418, 362, 10318, 9, 24
139, 1, 3250, 2718, 43847, 26, 13
35, 1, 405, 0, 4850, 1, 11
46, 1, 2058, 1061, 92530, 23, 44
40, 1, 911, 678, 39610, 142, 43
37, 1, 339, 329, 2264, 13, 6
26, 2, 48, 48, 129, 1, 2
24, 1, 257, 215, 7245, 29, 28
15, 1, 65, 49, 3201, 5, 48
38, 2, 19, 19, 79, 1, 3
21, 2, 4, 3, 123, 4, 24
21, 2, 15, 13, 413, 8, 25
27, 2, 1319, 747, 91866, 46, 69
35, 1, 221, 220, 157, 2, 0
32, 2, 287, 0, 1908, 1, 6
49, 1, 1395, 1232, 20269, 67, 14
21, 2, 3, 0, 33, 1, 8
12, 2, 2, 2, 111, 1, 37
13, 3, 1383, 478, 138278, 179, 99
24, 2, 318, 279, 13969, 1, 43
15, 2, 223, 0, 7320, 1, 32
50, 2, 2268, 1363, 156139, 28, 68
39, 1, 2269, 1547, 140971, 19, 62
26, 1, 1315, 958, 76617, 38, 58
29, 1, 42, 34, 1143, 14, 26
30, 2, 123, 122, 944, 1, 7
26, 1, 154, 145, 4994, 2, 32
32, 2, 494, 0, 36964, 1, 74
12, 2, 2, 0, 27, 1, 9
64, 1, 1090, 933, 23815, 1, 21
21, 1, 204, 155, 5736, 23, 27
146, 2, 274, 267, 1274, 1, 4
95, 2, 39, 0, 377, 1, 9
12, 2, 2, 0, 0, 1, 0
31, 1, 585, 471, 22519, 70, 38
24, 1, 215, 208, 2129, 1, 9
36, 2, 308, 308, 36, 1, 0
18, 1, 326, 259, 8923, 7, 27
50, 2, 5, 0, 65, 1, 10
129, 1, 6124, 4758, 159160, 218, 25
39, 2, 188, 181, 1091, 3, 5
55, 1, 4000, 2377, 177421, 83, 44
37, 1, 2225, 1332, 142474, 9, 64
46, 2, 1197, 1005, 41637, 4, 34
46, 1, 5086, 3234, 308729, 204, 60
102, 1, 1512, 1374, 11776, 20, 7
68, 1, 1553, 1206, 40703, 52, 26
45, 1, 822, 582, 42227, 48, 51
45, 2, 269, 268, 426, 1, 1
43, 1, 4364, 3288, 207863, 21, 47
46, 2, 1000, 0, 26390, 1, 26
79, 2, 7148, 6192, 189673, 77, 26
24, 1, 170, 91, 12520, 9, 73
19, 2, 118, 0, 2142, 1, 18
93, 1, 1473, 1421, 4849, 5, 3
21, 1, 1864, 0, 192038, 1, 102
39, 2, 644, 583, 11666, 20, 18
39, 2, 96, 77, 2729, 13, 28
39, 1, 398, 392, 744, 1, 1
56, 2, 950, 852, 20258, 3, 21
62, 2, 3646, 2830, 106186, 9, 29
14, 2, 4, 0, 49, 1, 9
68, 1, 758, 738, 3337, 24, 4
20, 1, 321, 243, 14486, 72, 44
17, 2, 204, 0, 7405, 1, 36
28, 2, 5, 5, 208, 1, 34
72, 1, 7826, 5791, 361903, 45, 46
14, 1, 127, 115, 8176, 1, 63
12, 1, 149, 134, 7764, 3, 51
23, 2, 2778, 1694, 283803, 16, 102
49, 1, 1657, 1325, 35624, 61, 21
41, 1, 2280, 1710, 129638, 10, 56
17, 1, 123, 121, 788, 3, 6
25, 1, 152, 148, 955, 4, 6
29, 1, 618, 523, 14510, 3, 23
14, 3, 795, 456, 60815, 247, 76
45, 1, 1408, 1034, 43947, 123, 31
7, 2, 10, 0, 808, 1, 73
96, 1, 1668, 1348, 46532, 59, 27
13, 2, 0, 0, 2, 1, 2
41, 2, 1497, 762, 83950, 56, 56
31, 1, 436, 371, 29249, 7, 66
77, 1, 1753, 1074, 70058, 95, 39
64, 1, 3795, 2453, 118814, 143, 31
177, 1, 2036, 1863, 15885, 23, 7
74, 1, 2254, 1909, 54136, 115, 24
22, 1, 121, 115, 811, 5, 6
22, 1, 42, 0, 286, 1, 6
85, 2, 377, 354, 3080, 17, 8
34, 1, 358, 276, 8795, 26, 24
91, 1, 909, 746, 17272, 53, 18
34, 2, 485, 440, 8665, 7, 17
45, 1, 885, 632, 23492, 36, 26
47, 1, 758, 688, 12090, 49, 15
53, 2, 30, 0, 467, 1, 15
32, 1, 671, 400, 39786, 19, 59
48, 2, 5609, 0, 269015, 1, 47
50, 1, 429, 421, 1355, 10, 3
28, 1, 278, 191, 13569, 6, 48
130, 2, 1287, 1260, 4055, 2, 3
95, 2, 93, 0, 645, 1, 6
70, 1, 1618, 1349, 34387, 119, 21
88, 2, 2303, 0, 41586, 1, 18
49, 2, 7, 6, 110, 2, 13
43, 2, 460, 0, 3358, 1, 7
11, 1, 9, 9, 196, 2, 19
17, 1, 132, 125, 2030, 3, 15
22, 3, 1150, 424, 68867, 9, 59
66, 1, 800, 747, 5354, 4, 6
20, 2, 63, 0, 3891, 1, 60
119, 1, 1183, 1095, 10634, 39, 8
15, 1, 27, 25, 731, 13, 26
79, 2, 1180, 1018, 22291, 38, 18
21, 2, 186, 172, 1874, 5, 10
20, 1, 36, 31, 743, 9, 20
27, 1, 156, 155, 203, 1, 1
12, 1, 154, 0, 8347, 1, 53
118, 2, 468, 454, 1507, 2, 3
73, 3, 1905, 1525, 49742, 7, 26
36, 2, 407, 386, 4819, 16, 11
23, 2, 1622, 1009, 100095, 12, 61
75, 1, 2972, 2044, 121630, 118, 40
73, 2, 461, 375, 13102, 1, 28
83, 1, 1539, 1354, 13924, 24, 9
16, 1, 99, 93, 1188, 2, 11
15, 1, 98, 65, 6140, 42, 62
17, 1, 41, 41, 186, 2, 4
20, 1, 191, 186, 925, 1, 4
10, 1, 47, 44, 2141, 6, 44
15, 1, 13, 11, 275, 4, 19
21, 2, 238, 0, 5564, 1, 23
22, 1, 272, 224, 8345, 60, 30
27, 2, 41, 40, 250, 1, 5
22, 1, 1117, 779, 64728, 30, 57
27, 2, 16, 14, 427, 4, 25
27, 2, 62, 59, 876, 4, 13
9, 2, 0, 0, 9, 1, 9
266, 2, 1765, 1721, 3622, 2, 2
19, 2, 9, 8, 175, 2, 17
19, 1, 142, 0, 374, 1, 2
168, 2, 4276, 0, 70498, 1, 16
72, 1, 1846, 1613, 42089, 93, 22
16, 2, 136, 135, 560, 5, 4
83, 1, 948, 870, 11294, 12, 11
178, 2, 1799, 1794, 3325, 2, 1
8, 2, 1, 0, 58, 1, 29
92, 1, 969, 856, 27849, 4, 28
122, 2, 6847, 5148, 153703, 24, 22
35, 1, 2331, 1517, 115539, 28, 49
68, 1, 738, 735, 1643, 1, 2
60, 1, 288, 288, 188, 1, 0
12, 1, 54, 53, 79, 2, 1
47, 2, 149, 132, 2710, 5, 18
57, 2, 115, 108, 823, 1, 7
25, 1, 190, 177, 2903, 26, 15
37, 1, 60, 52, 1375, 8, 22
45, 2, 36, 0, 414, 1, 11
34, 2, 238, 0, 849, 1, 3
62, 2, 1444, 0, 20946, 1, 14
22, 1, 187, 112, 8327, 15, 44
97, 1, 7234, 4965, 261681, 293, 36
29, 2, 10, 0, 30, 1, 2
45, 1, 565, 533, 5523, 14, 9
65, 1, 2052, 1712, 59591, 74, 29
24, 1, 297, 278, 2886, 27, 9
25, 1, 40, 35, 344, 3, 8
14, 2, 21, 19, 772, 2, 35
17, 1, 3, 3, 180, 6, 45
34, 1, 358, 328, 4164, 6, 11
20, 1, 19, 19, 134, 1, 6
29, 1, 1110, 695, 70479, 15, 63
50, 1, 1992, 1585, 62164, 124, 31
22, 1, 60, 0, 1901, 1, 31
52, 3, 3828, 2712, 199101, 20, 51
29, 1, 432, 396, 5222, 14, 12
31, 2, 547, 467, 8278, 7, 15
43, 1, 763, 563, 29382, 12, 38
17, 3, 870, 427, 53753, 8, 61
29, 1, 463, 439, 4735, 18, 10
23, 1, 90, 80, 1370, 14, 15
18, 3, 7003, 3039, 813947, 9, 116
92, 1, 1924, 1774, 39315, 1, 20
162, 1, 9022, 8088, 104386, 4, 11
34, 1, 322, 153, 15331, 44, 47
41, 2, 70, 0, 31, 1, 0
38, 2, 5645, 3570, 366164, 306, 64
16, 2, 381, 0, 20924, 1, 54
25, 1, 632, 432, 39433, 110, 62
30, 2, 236, 233, 564, 1, 2
46, 2, 397, 334, 9517, 7, 23
16, 2, 85, 59, 5552, 3, 64
16, 1, 221, 177, 8615, 15, 38
35, 1, 357, 327, 4574, 34, 12
45, 2, 259, 0, 669, 1, 2
26, 2, 2731, 1376, 247462, 24, 90
15, 1, 34, 24, 2340, 13, 66
23, 1, 3253, 1598, 337440, 12, 103
80, 1, 4115, 3329, 112435, 21, 27
70, 2, 895, 810, 15236, 6, 17
31, 1, 7965, 3662, 571077, 343, 71
113, 1, 3213, 2863, 42686, 5, 13
12, 1, 60, 49, 3008, 4, 49
30, 1, 425, 372, 10792, 52, 25
67, 1, 800, 755, 10438, 3, 13
27, 1, 83, 77, 1007, 3, 11
33, 2, 7536, 3395, 607377, 962, 80
15, 2, 186, 156, 6360, 60, 34
33, 1, 405, 350, 5239, 8, 12
55, 2, 110, 96, 2279, 11, 20
31, 1, 177, 154, 3066, 8, 17
34, 2, 38, 37, 239, 2, 6
123, 2, 844, 802, 3788, 2, 4
31, 2, 18, 0, 484, 1, 25
65, 1, 804, 733, 12432, 7, 15
26, 1, 178, 176, 488, 3, 2
74, 2, 86, 83, 601, 3, 6
112, 2, 695, 687, 934, 3, 1
37, 1, 512, 439, 8853, 11, 17
32, 2, 272, 262, 1674, 3, 6
57, 2, 339, 323, 6245, 2, 18
17, 3, 8360, 0, 959127, 1, 114
92, 1, 1126, 1045, 7648, 16, 6
29, 1, 42, 40, 270, 3, 6
25, 2, 8413, 3680, 660222, 84, 78
28, 2, 197, 179, 5234, 1, 26
47, 2, 73, 65, 1903, 9, 25
24, 2, 6, 0, 45, 1, 6
85, 2, 520, 0, 544, 1, 1
19, 1, 348, 293, 8867, 7, 25
7, 1, 61, 56, 3635, 5, 58
61, 2, 56, 0, 866, 1, 15
10, 1, 11, 9, 431, 4, 35
17, 1, 256, 207, 14815, 6, 57
13, 1, 158, 133, 11726, 11, 73
130, 2, 168, 158, 1315, 4, 7
59, 1, 518, 479, 4852, 9, 9
36, 1, 2310, 1586, 114499, 17, 49
56, 1, 7279, 4746, 416398, 77, 57
41, 2, 213, 210, 421, 11, 1
16, 1, 60, 43, 8978, 12, 147
16, 1, 98, 0, 1899, 1, 19
15, 1, 58, 52, 1983, 14, 33
18, 1, 170, 0, 2337, 1, 13
26, 1, 860, 565, 58504, 22, 67
17, 3, 1496, 651, 122887, 187, 82
63, 1, 1206, 1003, 38027, 17, 31
27, 1, 2515, 1241, 217467, 2, 86
27, 1, 275, 247, 4636, 14, 16
16, 2, 1, 1, 19, 2, 9
15, 1, 2186, 870, 227636, 52, 104
154, 2, 1683, 1659, 2882, 3, 1
72, 1, 6727, 3972, 281747, 56, 41
113, 1, 1634, 1547, 14408, 7, 8
88, 1, 905, 904, 958, 1, 1
14, 1, 43, 42, 692, 1, 15
94, 3, 1574, 1361, 33184, 54, 21
49, 1, 1264, 1146, 24978, 82, 19
36, 1, 499, 310, 37052, 144, 74
25, 2, 5, 0, 146, 1, 24
80, 2, 216, 194, 2760, 3, 12
6, 2, 11, 0, 130, 1, 10
24, 1, 128, 104, 6433, 69, 49
22, 3, 2901, 1501, 305108, 52, 105
18, 1, 104, 82, 6220, 17, 59
41, 1, 2670, 1996, 118451, 4, 44
72, 2, 3224, 2405, 124325, 15, 38
30, 2, 171, 156, 3132, 22, 18
30, 2, 613, 465, 23998, 73, 39
21, 1, 249, 0, 2444, 1, 9
21, 2, 10, 9, 175, 3, 15
18, 1, 219, 105, 27533, 3, 125
26, 2, 6, 0, 115, 1, 16
42, 3, 1198, 808, 92140, 2, 76
46, 2, 87, 87, 358, 1, 4
96, 1, 2886, 2100, 92928, 172, 32
19, 1, 57, 55, 481, 3, 8
25, 1, 29, 0, 94, 1, 3
42, 1, 254, 250, 786, 7, 3
42, 2, 30, 0, 59, 1, 1
76, 1, 8263, 6897, 270804, 15, 32
28, 1, 31, 26, 679, 17, 21
52, 1, 631, 529, 28826, 8, 45
37, 3, 5434, 3962, 617986, 35, 113
12, 1, 470, 0, 66235, 1, 140
74, 1, 6745, 4428, 180856, 56, 26
39, 2, 42, 40, 221, 5, 5
13, 2, 4, 3, 236, 2, 47
34, 1, 242, 227, 2359, 17, 9
27, 2, 1, 0, 59, 1, 29
24, 1, 437, 399, 9116, 34, 20
76, 2, 41, 0, 262, 1, 6
48, 3, 668, 640, 5942, 19, 8
30, 3, 351, 311, 7970, 6, 22
20, 1, 447, 247, 41760, 10, 93
24, 3, 742, 0, 107250, 1, 144
41, 1, 8284, 5146, 672137, 24, 81
51, 2, 384, 310, 11221, 31, 29
22, 2, 102, 91, 1763, 10, 17
49, 1, 626, 557, 9552, 4, 15
12, 2, 68, 46, 7635, 4, 110
22, 2, 2806, 2711, 222364, 1, 79
15, 1, 116, 114, 1125, 2, 9
30, 2, 10, 0, 22, 1, 2
26, 1, 3350, 1522, 238101, 12, 71
47, 2, 155, 131, 4101, 14, 26
20, 2, 187, 0, 2443, 1, 12
49, 1, 541, 528, 2395, 1, 4
35, 1, 387, 364, 7286, 22, 18
15, 2, 102, 85, 2336, 2, 22
33, 2, 273, 0, 1191, 1, 4
28, 2, 327, 313, 2424, 2, 7
15, 1, 134, 131, 836, 6, 6
28, 2, 354, 256, 16752, 5, 47
15, 1, 153, 106, 9987, 41, 64
72, 1, 859, 0, 4671, 1, 5
22, 2, 4, 4, 49, 1, 9
31, 2, 510, 387, 14942, 2, 29
28, 2, 27, 22, 556, 2, 19
13, 2, 13, 0, 152, 1, 10
33, 1, 98, 84, 1751, 6, 17
30, 2, 554, 524, 9324, 2, 16
38, 2, 199, 183, 2570, 20, 12
37, 1, 156, 145, 1794, 13, 11
34, 1, 269, 241, 8575, 3, 31
23, 1, 215, 202, 2830, 11, 13
15, 3, 660, 0, 109281, 1, 165
15, 1, 1, 0, 8, 1, 4
108, 2, 185, 0, 105, 1, 0
194, 2, 1555, 1538, 2221, 1, 1
14, 2, 139, 120, 3719, 9, 26
20, 1, 147, 0, 865, 1, 5
21, 2, 26, 24, 739, 4, 27
20, 3, 3824, 1680, 342095, 36, 89
83, 2, 2025, 1952, 19675, 1, 9
65, 2, 205, 0, 812, 1, 3
32, 2, 300, 253, 11508, 68, 38
49, 1, 628, 577, 5628, 2, 8
39, 1, 950, 865, 20640, 80, 21
14, 1, 535, 0, 50473, 1, 94
55, 1, 3125, 2157, 152040, 12, 48
37, 1, 966, 606, 57967, 8, 59
22, 2, 377, 205, 23352, 44, 61
55, 1, 1701, 1265, 34383, 28, 20
17, 2, 392, 356, 13204, 60, 33
20, 2, 6, 0, 55, 1, 7
34, 2, 343, 283, 18432, 2, 53
38, 1, 1161, 815, 42066, 3, 36
25, 1, 34, 29, 552, 8, 15
18, 2, 52, 51, 257, 6, 4
22, 2, 5, 0, 55, 1, 9
24, 1, 469, 335, 18425, 107, 39
25, 1, 144, 94, 11392, 77, 78
16, 1, 76, 74, 505, 3, 6
52, 2, 69, 0, 123, 1, 1
24, 1, 505, 230, 41608, 27, 82
101, 1, 4486, 3713, 87920, 118, 19
69, 2, 90, 89, 63, 1, 0
7, 1, 0, 0, 79, 1, 79
15, 1, 96, 82, 2759, 12, 28
33, 2, 35, 0, 289, 1, 8
34, 1, 517, 501, 4280, 1, 8
50, 2, 25, 0, 414, 1, 15
25, 1, 102, 100, 223, 2, 2
25, 1, 294, 279, 4774, 15, 16
20, 1, 191, 165, 4261, 41, 22
59, 1, 1982, 1451, 59977, 12, 30
44, 2, 609, 563, 9940, 10, 16
19, 2, 511, 276, 47338, 210, 92
65, 1, 890, 774, 16474, 12, 18
12, 1, 40, 31, 1813, 8, 44
120, 1, 6007, 5316, 87523, 8, 14
22, 1, 9364, 3760, 835107, 176, 89
7, 1, 118, 83, 19832, 4, 166
17, 1, 14, 0, 4, 1, 0
8, 2, 14, 11, 853, 6, 56
33, 2, 574, 541, 6053, 7, 10
59, 1, 347, 343, 450, 2, 1
42, 2, 29, 28, 334, 2, 11
46, 2, 46, 0, 163, 1, 3
37, 2, 239, 0, 1566, 1, 6
28, 1, 315, 293, 3946, 7, 12
20, 1, 43, 35, 1322, 14, 30
26, 1, 199, 180, 4143, 6, 20
48, 2, 610, 0, 28422, 1, 46
133, 1, 3330, 2844, 69951, 100, 21
54, 1, 254, 248, 997, 3, 3
19, 2, 72, 0, 620, 1, 8
27, 2, 36, 0, 455, 1, 12
25, 2, 223, 215, 2416, 2, 10
9, 2, 12, 8, 1648, 5, 126
26, 3, 653, 492, 32623, 21, 49
10, 2, 3, 0, 29, 1, 7
36, 2, 69, 0, 1007, 1, 14
46, 1, 539, 478, 10545, 2, 19
100, 3, 1099, 958, 16065, 19, 14
8, 2, 85, 74, 2728, 24, 31
7, 2, 0, 0, 0, 1, 0
20, 1, 338, 246, 18067, 8, 53
168, 2, 1694, 0, 546, 1, 0
67, 1, 719, 717, 2153, 1, 2
146, 2, 514, 465, 4618, 7, 8
19, 1, 624, 450, 50878, 12, 81
18, 1, 48, 0, 183, 1, 3
62, 1, 2201, 1784, 81350, 15, 36
21, 1, 473, 266, 30301, 24, 63
82, 1, 872, 864, 957, 2, 1
25, 1, 1665, 1291, 141829, 34, 85
24, 1, 15, 14, 79, 3, 4
13, 1, 132, 121, 3697, 17, 27
7, 1, 14, 0, 242, 1, 16
74, 1, 1681, 1285, 54662, 132, 32
71, 1, 771, 738, 4273, 14, 5
26, 1, 475, 324, 22221, 50, 46
26, 2, 8724, 4545, 616946, 14, 70
28, 2, 32, 30, 443, 2, 13
160, 1, 2492, 1933, 47179, 54, 18
33, 2, 405, 325, 14909, 82, 36
64, 1, 2096, 1660, 70094, 148, 33
175, 2, 4936, 0, 95640, 1, 19
47, 2, 24, 0, 61, 1, 2
33, 1, 391, 377, 2248, 3, 5
27, 2, 2683, 1549, 171647, 2, 63
11, 1, 156, 121, 7738, 52, 49
79, 2, 155, 0, 363, 1, 2
114, 2, 1887, 0, 45041, 1, 23
48, 1, 1065, 878, 34180, 10, 32
16, 1, 91, 76, 1932, 4, 21
59, 1, 1278, 1090, 35150, 10, 27
16, 1, 218, 173, 7289, 12, 33
88, 2, 4436, 3895, 90346, 162, 20
16, 1, 132, 125, 1078, 3, 8
117, 1, 3869, 3096, 82310, 38, 21
44, 2, 692, 0, 38284, 1, 55
16, 1, 5, 5, 40, 2, 6
12, 2, 153, 115, 5353, 57, 34
78, 1, 1860, 1377, 49595, 23, 26
8, 1, 68, 68, 79, 1, 1
30, 1, 258, 230, 3704, 60, 14
31, 2, 74, 71, 323, 4, 4
9, 1, 88, 68, 4770, 7, 53
17, 3, 2937, 0, 304288, 1, 103
10, 2, 0, 0, 42, 1, 42
98, 2, 391, 383, 1034, 3, 2
26, 2, 8, 0, 120, 1, 13
29, 1, 7664, 2577, 505691, 27, 65
19, 3, 1034, 0, 72037, 1, 69
17, 3, 6559, 2605, 723772, 4, 110
55, 2, 2796, 2435, 66450, 9, 23
38, 1, 6423, 3474, 451342, 21, 70
19, 1, 334, 289, 11930, 72, 35
28, 2, 93, 91, 378, 5, 4
31, 3, 9653, 5339, 691614, 27, 71
18, 1, 480, 242, 46990, 20, 97
39, 1, 1289, 1078, 44256, 103, 34
54, 1, 1751, 1361, 35896, 80, 20
31, 1, 511, 398, 12415, 30, 24
16, 2, 1, 0, 12, 1, 6
166, 2, 8221, 5880, 159620, 15, 19
29, 1, 599, 528, 13500, 50, 22
32, 2, 8, 0, 48, 1, 5
128, 1, 1583, 1537, 3456, 5, 2
19, 1, 249, 226, 5730, 6, 22
23, 2, 1519, 943, 191028, 1, 125
18, 3, 429, 368, 40794, 1, 94
12, 2, 249, 129, 21424, 20, 85
36, 1, 1531, 1112, 76763, 17, 50
6, 2, 40, 31, 9315, 2, 227
11, 1, 44, 40, 1478, 13, 32
17, 2, 4933, 2733, 457981, 509, 92
75, 1, 6844, 5379, 208388, 108, 30
28, 1, 75, 67, 1264, 13, 16
23, 2, 19, 0, 24, 1, 1
12, 1, 155, 120, 6901, 39, 44
35, 2, 398, 364, 12977, 4, 32
94, 2, 1151, 823, 45770, 19, 39
7, 1, 1, 0, 0, 1, 0
61, 1, 1409, 1246, 24944, 36, 17
14, 2, 3, 3, 159, 2, 39
47, 2, 138, 132, 671, 4, 4
6, 1, 8, 0, 42, 1, 4
45, 1, 2022, 1726, 76746, 6, 37
49, 1, 560, 489, 12226, 23, 21
36, 1, 333, 328, 959, 5, 2
28, 3, 219, 0, 3543, 1, 16
78, 3, 8330, 5461, 389225, 64, 46
35, 1, 108, 98, 1539, 9, 14
68, 1, 1270, 1162, 14218, 7, 11
83, 1, 2011, 1529, 72041, 61, 35
21, 1, 6361, 2777, 577376, 19, 90
14, 2, 3, 0, 10, 1, 2
67, 1, 4649, 3239, 202080, 106, 43
15, 1, 38, 38, 240, 3, 6
55, 1, 414, 0, 1713, 1, 4
48, 1, 495, 474, 3440, 19, 6
5, 3, 54, 43, 2498, 60, 45
21, 2, 7, 0, 274, 1, 34
39, 2, 343, 315, 3626, 3, 10
253, 1, 4933, 4859, 9477, 14, 1
10, 2, 32, 0, 109, 1, 3
46, 2, 189, 173, 3705, 9, 19
22, 2, 168, 161, 981, 3, 5
13, 1, 55, 0, 1256, 1, 22
38, 1, 4108, 2593, 205211, 263, 49
76, 2, 90, 89, 162, 1, 1
18, 1, 380, 207, 31501, 23, 82
13, 1, 241, 180, 13868, 9, 57
26, 1, 351, 248, 30763, 79, 87
29, 2, 559, 457, 14136, 76, 25
5, 1, 3145, 533, 633790, 113, 201
37, 1, 3033, 2201, 136148, 137, 44
227, 2, 2217, 2151, 8092, 6, 3
35, 1, 799, 487, 53081, 84, 66
69, 2, 646, 622, 3953, 5, 6
39, 1, 139, 119, 2499, 20, 17
110, 1, 9939, 6454, 306466, 29, 30
10, 1, 5, 4, 97, 4, 16
25, 2, 11, 9, 368, 3, 30
50, 3, 2252, 1647, 76583, 7, 33
33, 2, 3, 0, 70, 1, 17
8, 1, 41, 34, 1627, 5, 38
26, 1, 807, 513, 36311, 9, 44
23, 1, 426, 228, 21441, 175, 50
22, 2, 694, 450, 36123, 6, 51
11, 2, 0, 0, 35, 1, 35
82, 1, 1810, 1691, 13275, 58, 7
12, 1, 96, 0, 815, 1, 8
179, 1, 2918, 2519, 48276, 10, 16
48, 2, 662, 507, 28672, 13, 43
40, 1, 405, 387, 2767, 13, 6
22, 2, 4, 0, 50, 1, 10
11, 2, 13, 13, 249, 3, 17
86, 1, 1997, 1682, 43866, 25, 21
20, 1, 57, 55, 481, 3, 8
75, 1, 722, 716, 2452, 1, 3
183, 2, 1713, 0, 1432, 1, 0
46, 1, 1127, 992, 15048, 11, 13
33, 1, 635, 316, 45565, 39, 71
12, 1, 245, 172, 28867, 2, 117
18, 1, 401, 291, 25379, 4, 63
42, 2, 500, 475, 5155, 4, 10
32, 1, 165, 0, 137, 1, 0
27, 1, 745, 594, 20234, 7, 27
11, 1, 20, 0, 1900, 1, 90
41, 2, 635, 628, 5898, 1, 9
11, 1, 5348, 1302, 707265, 264, 132
11, 1, 89, 88, 350, 1, 3
71, 1, 693, 468, 34707, 39, 50
27, 1, 305, 290, 3176, 14, 10
19, 1, 224, 188, 8754, 8, 38
11, 1, 26, 0, 582, 1, 21
68, 2, 157, 154, 621, 4, 3
65, 1, 775, 617, 29210, 5, 37
135, 2, 2340, 2196, 17899, 9, 7
44, 3, 1116, 0, 56874, 1, 50
27, 1, 704, 580, 15026, 2, 21
22, 1, 286, 146, 21202, 2, 73
94, 1, 1496, 1269, 29270, 12, 19
31, 1, 1360, 865, 111318, 6, 81
