Snippet length, Patch size, Time to find human repair (ms), First valid repair, Total repairs sampled, Distinct valid repairs, Throughput
19, 1, 354, 180, 25732, 24, 72
20, 2, 167, 162, 839, 2, 4
15, 1, 222, 213, 2606, 2, 11
18, 1, 3295, 1857, 230587, 58, 69
11, 1, 384, 244, 24800, 22, 64
36, 2, 274, 0, 1405, 1, 5
17, 1, 151, 122, 8456, 1, 55
32, 1, 726, 529, 31851, 10, 43
20, 2, 8, 0, 151, 1, 16
27, 2, 280, 259, 5452, 5, 19
23, 1, 7233, 4345, 595797, 57, 82
15, 2, 30, 0, 1182, 1, 38
15, 2, 68, 66, 504, 7, 7
44, 3, 2548, 1613, 126414, 91, 49
71, 2, 634, 0, 1627, 1, 2
40, 2, 222, 214, 1361, 3, 6
22, 1, 327, 260, 6971, 42, 21
24, 2, 6, 0, 35, 1, 5
17, 1, 159, 120, 5135, 7, 32
73, 1, 7356, 4346, 337273, 41, 45
48, 2, 2173, 1262, 123257, 2, 56
113, 1, 2278, 1844, 39159, 25, 17
26, 1, 304, 0, 4563, 1, 14
67, 1, 6537, 5053, 219487, 39, 33
30, 1, 345, 322, 4229, 20, 12
19, 2, 4264, 2138, 320921, 547, 75
36, 1, 154, 134, 1778, 16, 11
56, 2, 5709, 4095, 223156, 6, 39
61, 2, 68, 68, 417, 1, 6
82, 1, 1339, 1090, 25882, 76, 19
35, 1, 603, 539, 11983, 8, 19
11, 1, 22, 18, 1228, 5, 53
19, 2, 365, 0, 29521, 1, 80
25, 1, 249, 238, 2048, 4, 8
43, 1, 115, 78, 2617, 13, 22
14, 1, 122, 101, 3103, 15, 25
42, 1, 920, 884, 32493, 1, 35
16, 1, 136, 131, 1895, 1, 13
19, 2, 225, 0, 3793, 1, 16
12, 2, 216, 0, 17129, 1, 78
26, 1, 1479, 992, 113541, 6, 76
27, 2, 777, 599, 59618, 10, 76
24, 1, 168, 91, 11228, 25, 66
23, 2, 21, 21, 88, 1, 4
47, 2, 739, 471, 46111, 5, 62
88, 2, 1921, 1840, 26823, 1, 13
11, 1, 62, 34, 4554, 19, 72
39, 1, 1521, 1422, 63966, 1, 42
10, 1, 665, 316, 63800, 8, 95
21, 1, 135, 134, 157, 4, 1
80, 2, 351, 339, 1470, 3, 4
13, 2, 58, 53, 2330, 3, 39
23, 2, 174, 0, 3839, 1, 21
14, 1, 330, 238, 24175, 11, 73
36, 2, 385, 376, 2496, 1, 6
88, 1, 6376, 5050, 223785, 45, 35
126, 1, 1704, 1384, 37780, 43, 22
32, 1, 362, 311, 6170, 4, 16
19, 1, 267, 173, 15828, 13, 59
30, 2, 8, 0, 322, 1, 35
20, 1, 792, 340, 73782, 177, 93
37, 1, 259, 248, 1478, 2, 5
37, 2, 48, 47, 202, 1, 4
40, 1, 529, 402, 16930, 33, 31
36, 3, 2045, 1227, 141730, 29, 69
62, 2, 6691, 4339, 356758, 46, 53
45, 1, 556, 437, 18209, 43, 32
35, 1, 314, 293, 3213, 2, 10
74, 1, 1221, 1153, 7895, 14, 6
36, 2, 231, 212, 6311, 9, 27
5, 1, 153, 60, 18810, 2, 122
6, 2, 25, 23, 1863, 2, 71
19, 1, 20, 19, 274, 5, 13
69, 1, 1234, 1182, 7334, 22, 5
28, 1, 1298, 890, 84201, 40, 64
34, 3, 546, 516, 5791, 15, 10
19, 1, 165, 0, 2213, 1, 13
58, 1, 851, 509, 19997, 210, 23
61, 1, 789, 716, 10705, 15, 13
42, 2, 12, 0, 339, 1, 26
19, 2, 3, 0, 1, 1, 0
16, 1, 109, 95, 2573, 10, 23
23, 1, 26, 23, 433, 6, 16
65, 1, 1077, 1009, 12007, 50, 11
69, 1, 1835, 1637, 34694, 12, 18
31, 1, 210, 174, 2468, 42, 11
22, 2, 14, 0, 126, 1, 8
48, 1, 1599, 1215, 53015, 164, 33
137, 1, 6498, 5531, 113302, 11, 17
30, 1, 554, 374, 22125, 128, 39
37, 3, 7555, 4410, 636078, 220, 84
17, 2, 210, 0, 1929, 1, 9
35, 1, 1339, 1083, 51897, 130, 38
31, 2, 448, 392, 11240, 7, 25
103, 1, 997, 953, 8055, 6, 8
19, 1, 8163, 3079, 866269, 7, 106
13, 2, 815, 448, 86253, 5, 105
22, 1, 681, 0, 40362, 1, 59
75, 2, 82, 0, 34, 1, 0
16, 1, 196, 145, 8821, 10, 44
21, 2, 36, 0, 827, 1, 22
17, 2, 489, 0, 61316, 1, 125
34, 2, 18, 0, 602, 1, 31
55, 1, 450, 0, 413, 1, 0
53, 2, 3001, 2626, 155736, 1, 51
42, 3, 640, 624, 2608, 2, 4
23, 2, 21, 0, 56, 1, 2
75, 1, 1203, 1190, 3019, 6, 2
24, 1, 255, 217, 8610, 3, 33
35, 1, 321, 280, 3596, 25, 11
30, 1, 400, 392, 1595, 3, 3
17, 2, 33, 30, 394, 9, 11
7, 1, 2689, 799, 350912, 103, 130
51, 1, 1166, 890, 49546, 59, 42
72, 2, 1248, 941, 38783, 87, 31
92, 2, 6589, 0, 242260, 1, 36
29, 1, 234, 192, 9342, 6, 39
87, 2, 435, 410, 3618, 6, 8
26, 1, 526, 354, 43196, 9, 81
68, 3, 5502, 3971, 264197, 114, 48
73, 1, 1163, 1039, 16514, 10, 14
48, 2, 2637, 2124, 91572, 19, 34
52, 1, 398, 365, 4740, 27, 11
8, 2, 9, 6, 556, 1, 55
27, 1, 251, 180, 10910, 21, 43
17, 1, 143, 66, 12899, 18, 89
9, 1, 7, 6, 639, 4, 79
97, 3, 7721, 6074, 151199, 25, 19
17, 2, 294, 208, 9185, 39, 31
31, 2, 112, 106, 837, 10, 7
21, 1, 319, 193, 18637, 15, 58
17, 1, 93, 86, 1409, 12, 14
54, 1, 214, 198, 2083, 9, 9
9, 1, 27, 0, 214, 1, 7
38, 3, 458, 401, 9405, 3, 20
28, 1, 573, 479, 19605, 17, 34
22, 2, 494, 377, 20351, 3, 41
29, 1, 2188, 1218, 132751, 81, 60
56, 1, 864, 656, 29695, 28, 34
128, 1, 2639, 2166, 50646, 84, 19
43, 1, 141, 141, 153, 1, 1
29, 1, 70, 54, 2442, 4, 34
87, 2, 411, 0, 206, 1, 0
99, 1, 3648, 3246, 54116, 60, 14
35, 2, 73, 70, 659, 1, 8
106, 1, 1253, 1183, 7021, 13, 5
46, 1, 1451, 1191, 42879, 127, 29
13, 2, 71, 0, 2035, 1, 28
23, 2, 8, 0, 36, 1, 4
68, 1, 1052, 909, 30011, 8, 28
29, 1, 328, 248, 15896, 14, 48
5, 1, 13, 12, 490, 3, 35
24, 2, 366, 240, 17866, 4, 48
19, 1, 312, 282, 8395, 34, 26
20, 1, 31, 29, 328, 11, 10
44, 2, 152, 145, 3141, 1, 20
106, 2, 1505, 1340, 19624, 16, 13
24, 3, 397, 0, 46822, 1, 117
19, 1, 198, 187, 1484, 2, 7
96, 1, 1028, 986, 10439, 3, 10
19, 1, 139, 90, 8056, 17, 57
14, 2, 131, 130, 59, 1, 0
38, 1, 540, 380, 15616, 5, 28
16, 1, 698, 312, 61922, 39, 88
68, 1, 708, 556, 16903, 34, 23
24, 2, 31, 27, 1048, 6, 32
17, 1, 35, 32, 700, 1, 19
138, 1, 6331, 5291, 117159, 37, 18
21, 1, 281, 210, 11928, 80, 42
34, 2, 109, 108, 149, 1, 1
69, 1, 2035, 1322, 92739, 82, 45
11, 1, 244, 175, 34290, 6, 139
47, 1, 2090, 1778, 83676, 14, 40
24, 1, 16, 16, 113, 2, 6
34, 1, 941, 501, 66950, 20, 71
16, 1, 264, 126, 21613, 15, 81
129, 1, 3594, 3368, 25900, 38, 7
54, 2, 328, 324, 3014, 2, 9
46, 2, 50, 50, 407, 1, 7
22, 2, 689, 325, 55482, 146, 80
54, 2, 2126, 1816, 28040, 15, 13
48, 2, 366, 358, 1545, 9, 4
97, 1, 1272, 1227, 6249, 8, 4
102, 1, 2199, 1892, 38810, 53, 17
13, 1, 217, 192, 16203, 1, 74
25, 2, 625, 520, 27008, 2, 43
80, 1, 1412, 1090, 46462, 101, 32
79, 1, 8919, 5574, 388007, 92, 43
59, 1, 2074, 1270, 93285, 60, 44
42, 2, 216, 194, 4075, 2, 18
29, 1, 278, 237, 7555, 10, 27
32, 1, 545, 417, 16331, 62, 29
59, 2, 641, 640, 104, 1, 0
87, 1, 2186, 1751, 62255, 24, 28
50, 2, 8735, 5802, 569758, 1, 65
43, 1, 1729, 1337, 75543, 28, 43
95, 2, 370, 0, 680, 1, 1
23, 1, 788, 517, 32408, 71, 41
95, 2, 297, 297, 137, 1, 0
49, 1, 621, 584, 5271, 20, 8
115, 2, 8536, 7369, 134089, 103, 15
90, 2, 294, 0, 20, 1, 0
44, 1, 114, 112, 608, 3, 5
68, 2, 85, 82, 604, 2, 7
127, 2, 631, 613, 2159, 3, 3
13, 1, 53, 34, 4694, 17, 86
17, 2, 35, 0, 168, 1, 4
30, 1, 254, 249, 914, 5, 3
56, 1, 3157, 2178, 86265, 9, 27
38, 1, 1007, 801, 24742, 3, 24
39, 2, 460, 431, 5699, 5, 12
78, 2, 142, 138, 441, 1, 3
18, 1, 17, 15, 329, 2, 18
39, 2, 698, 0, 24157, 1, 34
76, 1, 1271, 1214, 7690, 20, 6
30, 3, 2023, 1303, 112040, 103, 55
28, 2, 511, 359, 44227, 2, 86
16, 2, 174, 157, 4551, 5, 26
76, 1, 797, 686, 20039, 7, 25
55, 1, 808, 758, 13048, 10, 16
55, 1, 483, 450, 9315, 4, 19
6, 1, 33, 14, 4422, 40, 130
35, 1, 412, 301, 15114, 49, 36
14, 1, 7, 0, 4, 1, 0
31, 1, 35, 35, 163, 1, 4
33, 2, 931, 718, 91950, 2, 98
16, 1, 7, 7, 126, 4, 15
26, 1, 1760, 1287, 91211, 23, 51
13, 1, 170, 0, 378, 1, 2
14, 2, 494, 381, 43206, 5, 87
39, 1, 8131, 4609, 355802, 11, 43
8, 1, 30, 26, 1353, 2, 43
37, 2, 243, 243, 1588, 1, 6
18, 2, 10, 9, 97, 2, 8
29, 1, 49, 38, 1602, 25, 32
16, 1, 183, 164, 3697, 61, 20
18, 1, 206, 165, 5952, 6, 28
20, 2, 174, 172, 760, 1, 4
14, 2, 53, 0, 1249, 1, 23
13, 1, 107, 83, 4810, 63, 44
48, 1, 231, 206, 3254, 13, 14
43, 2, 17, 0, 6, 1, 0
150, 2, 1509, 0, 1434, 1, 0
47, 1, 297, 288, 1120, 1, 3
14, 2, 142, 0, 14883, 1, 104
28, 2, 21, 20, 256, 3, 11
50, 1, 228, 161, 7556, 133, 32
30, 1, 295, 271, 3345, 8, 11
207, 2, 2926, 2809, 22501, 4, 7
61, 1, 1176, 881, 37871, 5, 32
27, 2, 343, 313, 8362, 1, 24
39, 2, 1370, 1013, 44010, 7, 32
25, 3, 2912, 1534, 261917, 17, 89
28, 1, 175, 151, 5491, 2, 31
107, 2, 3594, 3162, 61068, 24, 16
28, 1, 277, 223, 10307, 2, 37
62, 1, 2505, 1940, 88923, 48, 35
22, 1, 199, 0, 849, 1, 4
62, 1, 5180, 4010, 172476, 21, 33
167, 2, 2039, 1993, 4413, 3, 2
80, 1, 5886, 4277, 218434, 33, 37
339, 1, 9146, 7468, 80602, 54, 8
21, 1, 1202, 604, 121474, 235, 100
16, 3, 637, 490, 26887, 98, 42
129, 2, 2238, 2126, 8724, 16, 3
17, 3, 546, 265, 56142, 6, 102
136, 1, 3383, 2811, 43038, 39, 12
65, 3, 1718, 1371, 48149, 2, 28
35, 1, 101, 95, 904, 3, 8
118, 2, 1018, 971, 10253, 7, 10
53, 2, 958, 0, 9006, 1, 9
53, 2, 2764, 1926, 140400, 134, 50
48, 2, 103, 95, 1050, 7, 10
73, 1, 1157, 1098, 9434, 26, 8
97, 2, 643, 582, 6397, 6, 9
10, 1, 3, 2, 211, 4, 52
32, 1, 989, 698, 58625, 3, 59
18, 2, 432, 297, 25998, 13, 60
38, 1, 340, 308, 4411, 22, 12
20, 2, 119, 116, 971, 5, 8
20, 1, 143, 138, 736, 4, 5
7, 2, 59, 50, 2010, 20, 33
46, 1, 773, 735, 8636, 4, 11
33, 1, 63, 55, 1006, 6, 15
143, 1, 4962, 4570, 45155, 6, 9
44, 2, 545, 539, 3853, 1, 7
16, 1, 172, 118, 10466, 86, 60
73, 1, 1785, 1393, 57719, 11, 32
59, 1, 3799, 2922, 117770, 7, 30
38, 1, 525, 516, 4855, 1, 9
24, 1, 272, 248, 5717, 31, 20
86, 1, 2104, 1579, 57315, 17, 27
61, 3, 9469, 6979, 374865, 34, 39
38, 2, 215, 0, 968, 1, 4
63, 2, 585, 0, 3973, 1, 6
22, 2, 3, 0, 9, 1, 2
27, 1, 676, 444, 48162, 10, 71
42, 2, 1019, 693, 46700, 12, 45
30, 1, 213, 191, 3661, 8, 17
27, 1, 461, 445, 5269, 14, 11
311, 1, 7086, 6352, 49050, 10, 6
5, 2, 3, 0, 244, 1, 61
36, 1, 717, 637, 13143, 11, 18
38, 1, 368, 353, 2610, 30, 7
47, 1, 1146, 983, 27625, 33, 24
36, 2, 1205, 760, 51901, 10, 43
63, 2, 72, 62, 1543, 4, 21
48, 2, 1496, 873, 70254, 9, 46
33, 1, 119, 117, 253, 5, 2
9, 2, 1, 0, 13, 1, 6
22, 1, 273, 267, 2987, 1, 10
158, 2, 2961, 2629, 31020, 11, 10
64, 1, 7905, 5425, 450428, 370, 56
26, 1, 534, 336, 38197, 130, 71
224, 2, 1536, 1384, 11142, 7, 7
109, 1, 4629, 4142, 62312, 25, 13
129, 1, 1434, 1423, 2151, 2, 1
15, 1, 47, 0, 1602, 1, 33
19, 1, 87, 77, 1514, 2, 17
10, 3, 1233, 580, 146488, 77, 118
24, 3, 800, 627, 35151, 48, 43
56, 1, 1836, 1068, 72765, 52, 39
24, 2, 210, 0, 299, 1, 1
11, 1, 158, 94, 14311, 3, 90
33, 1, 851, 788, 33412, 30, 39
22, 1, 42, 39, 325, 2, 7
19, 1, 200, 0, 3648, 1, 18
38, 1, 293, 282, 1629, 13, 5
71, 1, 2810, 2335, 82438, 54, 29
30, 3, 9380, 3684, 714009, 177, 76
34, 1, 46, 45, 36, 1, 0
36, 3, 2653, 2274, 201597, 1, 75
44, 2, 55, 52, 524, 5, 9
31, 2, 26, 26, 772, 1, 28
57, 1, 623, 580, 4960, 17, 7
15, 2, 76, 65, 1620, 8, 21
17, 1, 175, 87, 9561, 8, 54
32, 2, 98, 97, 526, 1, 5
69, 1, 1038, 942, 17161, 4, 16
43, 1, 114, 0, 3028, 1, 26
14, 1, 638, 317, 102225, 117, 159
87, 1, 1703, 1555, 17131, 11, 10
113, 2, 1782, 0, 9868, 1, 5
25, 1, 349, 315, 7291, 31, 20
37, 1, 911, 587, 56090, 3, 61
51, 2, 472, 430, 6345, 4, 13
21, 2, 10, 9, 250, 6, 22
19, 2, 384, 239, 36106, 1, 93
29, 1, 464, 291, 23579, 22, 50
54, 1, 634, 501, 11478, 56, 18
64, 1, 5424, 3811, 202779, 61, 37
93, 1, 3486, 2912, 98990, 26, 28
38, 2, 126, 117, 1326, 4, 10
89, 1, 1260, 1037, 23247, 18, 18
45, 1, 2511, 1611, 129129, 3, 51
61, 2, 130, 106, 2451, 8, 18
42, 2, 39, 38, 582, 3, 14
45, 1, 2027, 1595, 62798, 61, 30
12, 2, 115, 96, 17235, 1, 148
49, 1, 8958, 6933, 375126, 66, 41
47, 1, 4629, 3634, 185060, 33, 39
24, 1, 71, 61, 1309, 10, 18
15, 1, 140, 131, 2167, 2, 15
17, 1, 256, 222, 8802, 9, 34
13, 1, 68, 61, 1858, 4, 26
90, 2, 703, 670, 4595, 4, 6
21, 1, 25, 18, 923, 16, 35
28, 1, 81, 79, 609, 8, 7
109, 2, 3231, 2158, 93460, 3, 28
22, 2, 783, 0, 32647, 1, 41
34, 1, 291, 261, 3305, 29, 11
58, 2, 4928, 3536, 261561, 5, 53
28, 1, 161, 159, 333, 1, 2
17, 2, 3903, 2141, 368371, 462, 94
131, 1, 2825, 2584, 27778, 25, 9
31, 1, 117, 107, 1271, 11, 10
11, 1, 564, 324, 73696, 9, 130
38, 1, 281, 275, 1253, 3, 4
21, 1, 18, 17, 288, 9, 15
29, 2, 387, 351, 21948, 1, 56
108, 2, 2309, 0, 24932, 1, 10
16, 1, 18, 0, 54, 1, 2
33, 1, 109, 106, 324, 3, 2
34, 2, 533, 372, 31192, 36, 58
42, 3, 9638, 5540, 480228, 7, 49
81, 2, 1266, 1079, 21840, 10, 17
18, 1, 154, 135, 2359, 20, 15
17, 1, 41, 40, 198, 4, 4
41, 2, 115, 88, 3207, 15, 27
35, 2, 186, 0, 1120, 1, 5
41, 3, 2124, 1446, 85029, 11, 40
22, 1, 15, 0, 84, 1, 5
44, 2, 16, 0, 84, 1, 4
38, 2, 23, 20, 408, 1, 17
30, 1, 162, 0, 18, 1, 0
36, 2, 113, 0, 521, 1, 4
16, 2, 523, 0, 41105, 1, 78
19, 3, 672, 399, 63523, 19, 94
19, 3, 195, 148, 10017, 6, 51
12, 1, 70, 68, 320, 7, 4
10, 1, 23, 14, 2533, 5, 105
129, 1, 7311, 6125, 119566, 141, 16
11, 1, 3, 3, 125, 1, 31
30, 1, 57, 47, 1062, 17, 18
24, 1, 334, 279, 13740, 14, 41
8, 1, 51, 20, 6500, 5, 125
9, 2, 42, 20, 4427, 20, 102
15, 2, 342, 234, 31990, 37, 93
41, 2, 70, 0, 261, 1, 3
14, 2, 0, 0, 29, 2, 29
50, 1, 1288, 1101, 24800, 15, 19
17, 1, 64, 63, 1345, 1, 20
24, 2, 10, 9, 337, 2, 30
15, 3, 388, 152, 40449, 48, 103
30, 2, 338, 332, 2075, 3, 6
37, 1, 705, 620, 12690, 3, 17
27, 1, 290, 251, 12760, 9, 43
90, 1, 903, 864, 5417, 1, 5
62, 2, 681, 0, 3241, 1, 4
44, 3, 787, 651, 29768, 6, 37
64, 2, 780, 779, 264, 1, 0
94, 2, 7949, 5806, 261852, 337, 32
28, 1, 594, 417, 39210, 135, 65
14, 1, 140, 108, 5608, 51, 39
46, 3, 1088, 940, 31482, 107, 28
42, 3, 3509, 2297, 147757, 98, 42
59, 2, 1504, 1287, 26954, 5, 17
30, 1, 1298, 777, 122006, 206, 93
112, 1, 3718, 3158, 72637, 101, 19
93, 1, 4561, 3258, 155687, 20, 34
29, 1, 563, 0, 8494, 1, 15
18, 1, 1069, 545, 123648, 15, 115
67, 2, 4591, 3430, 133409, 186, 29
21, 1, 515, 266, 46547, 9, 90
42, 1, 789, 651, 18562, 89, 23
33, 2, 371, 0, 14054, 1, 37
22, 2, 269, 242, 6958, 1, 25
13, 1, 111, 111, 1093, 1, 9
62, 2, 1738, 1524, 51082, 2, 29
62, 1, 655, 648, 4152, 1, 6
11, 1, 242, 93, 28206, 2, 116
31, 2, 465, 0, 14326, 1, 30
39, 1, 877, 775, 19022, 4, 21
51, 2, 48, 48, 17, 1, 0
27, 2, 852, 334, 68356, 59, 80
20, 1, 190, 163, 4321, 19, 22
27, 2, 331, 290, 7833, 6, 23
44, 1, 1198, 603, 64751, 23, 54
71, 2, 165, 0, 60, 1, 0
11, 2, 56, 0, 2675, 1, 46
11, 1, 1106, 512, 127335, 309, 115
20, 1, 232, 191, 12586, 41, 54
34, 1, 669, 507, 18710, 5, 27
36, 2, 38, 32, 1028, 6, 26
84, 2, 268, 260, 1069, 3, 3
15, 2, 24, 0, 348, 1, 13
56, 2, 66, 60, 1136, 2, 16
17, 2, 1, 1, 56, 1, 28
21, 1, 11, 10, 161, 8, 13
20, 1, 22, 16, 700, 19, 30
22, 3, 260, 199, 11724, 5, 44
59, 2, 177, 0, 11, 1, 0
66, 1, 4254, 3127, 92177, 23, 21
49, 1, 378, 371, 4598, 2, 12
77, 2, 442, 424, 3937, 8, 8
14, 1, 39, 0, 76, 1, 1
13, 2, 56, 0, 2348, 1, 41
23, 2, 9, 0, 125, 1, 12
102, 2, 630, 0, 434, 1, 0
28, 3, 5221, 3141, 585664, 6, 112
5, 3, 8680, 2481, 1362353, 1148, 156
29, 1, 17, 14, 298, 5, 16
15, 1, 248, 207, 22494, 15, 90
12, 1, 111, 83, 10101, 10, 90
78, 1, 1069, 1017, 7517, 5, 7
36, 3, 6833, 4884, 792762, 3, 116
41, 1, 363, 336, 15789, 11, 43
13, 1, 54, 45, 2711, 9, 49
16, 1, 119, 68, 9618, 10, 80
63, 2, 489, 0, 27, 1, 0
54, 1, 643, 504, 22025, 19, 34
38, 2, 137, 136, 963, 2, 6
46, 1, 1350, 807, 53325, 14, 39
60, 1, 798, 631, 21609, 85, 27
25, 1, 104, 101, 419, 7, 3
29, 1, 24, 11, 469, 10, 18
26, 1, 181, 168, 2314, 39, 12
18, 2, 1511, 0, 139259, 1, 92
40, 1, 879, 790, 13752, 41, 15
36, 2, 334, 0, 7954, 1, 23
20, 1, 79, 77, 529, 4, 6
27, 1, 281, 267, 2201, 1, 7
33, 1, 185, 165, 2914, 16, 15
93, 2, 4542, 3595, 127562, 6, 28
40, 1, 451, 432, 3576, 5, 7
14, 1, 328, 181, 22623, 86, 68
29, 1, 580, 443, 30884, 19, 53
41, 2, 8550, 3724, 517494, 454, 60
90, 1, 1662, 1535, 22781, 4, 13
51, 2, 36, 32, 811, 4, 21
18, 2, 3, 0, 68, 1, 17
52, 2, 2832, 0, 115391, 1, 40
21, 1, 205, 183, 4788, 33, 23
79, 1, 979, 909, 10670, 21, 10
71, 1, 1070, 1037, 5667, 16, 5
40, 3, 6748, 0, 458079, 1, 67
41, 1, 535, 459, 39805, 40, 74
14, 2, 560, 0, 42026, 1, 74
34, 2, 255, 251, 825, 2, 3
64, 1, 1011, 944, 8690, 45, 8
70, 2, 102, 0, 23, 1, 0
35, 2, 546, 474, 15760, 8, 28
17, 2, 334, 205, 28718, 3, 85
9, 2, 4519, 1733, 743243, 320, 164
21, 1, 1277, 927, 96757, 4, 75
73, 1, 851, 817, 3821, 12, 4
31, 1, 685, 556, 32611, 5, 47
10, 1, 10, 9, 301, 9, 27
70, 3, 7091, 4166, 283228, 18, 39
26, 2, 7, 0, 45, 1, 5
14, 1, 39, 0, 359, 1, 8
23, 2, 1545, 1457, 102457, 1, 66
48, 2, 49, 45, 853, 2, 17
34, 1, 232, 231, 607, 1, 2
7, 1, 195, 75, 24001, 3, 122
132, 2, 1201, 1132, 9144, 11, 7
91, 1, 2182, 0, 14974, 1, 6
148, 2, 908, 887, 2639, 1, 2
44, 3, 437, 364, 9900, 4, 22
18, 2, 7, 6, 304, 4, 38
38, 2, 1, 0, 4, 1, 2
30, 1, 385, 347, 4746, 25, 12
34, 1, 262, 252, 1304, 4, 4
46, 1, 275, 271, 927, 8, 3
185, 1, 7960, 6881, 86154, 83, 10
13, 1, 66, 60, 1501, 2, 22
91, 2, 151, 149, 248, 1, 1
35, 1, 182, 136, 5613, 36, 30
88, 1, 936, 920, 2090, 12, 2
4, 1, 158, 69, 45799, 92, 288
38, 2, 62, 0, 206, 1, 3
274, 2, 6917, 6503, 34871, 9, 5
36, 2, 416, 360, 12210, 13, 29
25, 1, 528, 331, 23639, 19, 44
36, 2, 313, 310, 4397, 1, 14
60, 1, 644, 637, 221, 3, 0
23, 1, 308, 157, 28326, 94, 91
62, 2, 356, 353, 1620, 1, 4
112, 1, 1900, 1769, 11858, 8, 6
27, 1, 356, 0, 713, 1, 1
23, 1, 733, 582, 41146, 4, 56
6, 2, 15, 0, 57, 1, 3
35, 1, 808, 599, 19670, 13, 24
23, 1, 448, 374, 19089, 3, 42
17, 1, 8, 8, 72, 5, 8
40, 2, 142, 0, 362, 1, 2
50, 2, 35, 35, 32, 1, 0
14, 2, 3, 0, 234, 1, 58
16, 2, 2, 0, 35, 1, 11
34, 2, 17, 15, 164, 2, 9
39, 2, 107, 0, 440, 1, 4
92, 1, 1923, 1846, 9697, 7, 5
22, 1, 145, 142, 697, 9, 4
103, 1, 1086, 1070, 2081, 4, 1
41, 2, 42, 41, 133, 1, 3
67, 1, 476, 473, 671, 2, 1
60, 1, 2475, 1597, 63011, 27, 25
63, 2, 88, 85, 371, 1, 4
20, 2, 301, 0, 8081, 1, 26
508, 2, 7498, 0, 2806, 1, 0
24, 1, 261, 234, 8368, 34, 31
17, 2, 666, 465, 28161, 60, 42
24, 1, 270, 211, 7237, 18, 26
105, 1, 1306, 1295, 3793, 1, 2
4, 2, 1, 1, 83, 2, 41
45, 2, 601, 590, 2689, 1, 4
12, 2, 1, 0, 25, 1, 12
12, 2, 3, 0, 16, 1, 4
71, 1, 320, 279, 5165, 19, 16
33, 2, 484, 392, 17756, 2, 36
36, 3, 712, 642, 19250, 2, 26
35, 2, 446, 382, 16126, 3, 36
42, 2, 32, 0, 108, 1, 3
24, 1, 20, 20, 37, 2, 1
38, 1, 1133, 774, 32040, 33, 28
28, 1, 318, 281, 3593, 16, 11
31, 1, 361, 286, 15371, 7, 42
14, 1, 954, 468, 152599, 15, 159
39, 1, 5392, 3944, 426391, 35, 79
9, 1, 7597, 2002, 903282, 149, 118
19, 1, 357, 308, 7333, 35, 20
24, 1, 807, 702, 40476, 2, 50
47, 3, 1031, 702, 57143, 150, 55
41, 1, 3266, 2280, 236235, 25, 72
72, 1, 623, 539, 11943, 11, 19
40, 1, 372, 317, 9775, 12, 26
16, 1, 21, 14, 1095, 23, 49
37, 1, 178, 149, 6164, 5, 34
25, 2, 45, 42, 465, 5, 10
9, 1, 162, 139, 5701, 25, 34
39, 1, 547, 515, 4826, 1, 8
18, 1, 386, 307, 17793, 24, 45
32, 1, 212, 198, 1702, 16, 7
219, 1, 7043, 6507, 43805, 55, 6
29, 2, 5055, 2038, 267866, 40, 52
22, 1, 130, 126, 2510, 10, 19
34, 1, 415, 378, 5471, 3, 13
26, 1, 77, 65, 1361, 20, 17
50, 2, 484, 458, 6619, 5, 13
15, 1, 64, 56, 1637, 3, 25
54, 1, 736, 726, 9417, 1, 12
37, 2, 1468, 1154, 61041, 2, 41
129, 2, 4742, 4017, 74073, 25, 15
15, 1, 43, 38, 1001, 14, 22
71, 1, 2738, 2212, 73712, 16, 26
54, 1, 419, 399, 4358, 18, 10
24, 1, 367, 198, 30044, 40, 81
35, 2, 20, 17, 449, 4, 21
48, 1, 495, 487, 1399, 5, 2
100, 1, 3205, 2760, 59868, 107, 18
29, 1, 450, 337, 30644, 28, 67
22, 2, 341, 259, 21559, 2, 63
12, 2, 52, 44, 1511, 24, 28
50, 2, 62, 60, 501, 3, 7
23, 1, 172, 0, 561, 1, 3
78, 2, 1078, 0, 5852, 1, 5
28, 1, 659, 469, 31935, 35, 48
36, 2, 50, 0, 27, 1, 0
20, 2, 7, 0, 86, 1, 10
77, 1, 6564, 5424, 183879, 242, 28
24, 1, 89, 0, 377, 1, 4
63, 1, 812, 693, 24942, 14, 30
33, 2, 198, 0, 953, 1, 4
18, 1, 66, 59, 912, 7, 13
110, 2, 729, 0, 495, 1, 0
40, 2, 9849, 5484, 615883, 18, 62
10, 2, 11, 0, 840, 1, 70
26, 1, 232, 0, 756, 1, 3
12, 1, 3828, 1804, 481018, 265, 125
28, 1, 462, 398, 4929, 32, 10
51, 1, 195, 144, 5931, 25, 30
26, 1, 383, 361, 5367, 29, 13
68, 1, 1106, 863, 38727, 14, 34
37, 3, 2796, 1676, 213165, 32, 76
86, 3, 881, 862, 22761, 1, 25
33, 2, 1725, 850, 74997, 39, 43
27, 2, 1954, 776, 73744, 27, 37
40, 1, 848, 706, 26712, 8, 31
52, 2, 553, 0, 3462, 1, 6
24, 2, 25, 0, 890, 1, 34
52, 2, 404, 402, 317, 1, 0
39, 3, 1867, 1541, 123355, 2, 66
25, 1, 4003, 2739, 273328, 380, 68
74, 2, 146, 0, 1410, 1, 9
13, 2, 334, 238, 36668, 2, 109
